id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6872,Uptown Sanctuary w/ Private Bath (Month to Month),16104,Kae,Manhattan,East Harlem,40.80107,-73.94255,Private room,65,30,0,,,2,365
7750,2 Furnished bedrooms next to Central Park,17985,Sing,Manhattan,East Harlem,40.79607,-73.94949,Private room,96,30,0,,,2,178
11943,Country space in the city,45445,Harriet,Brooklyn,Flatbush,40.63702,-73.96327,Private room,150,30,0,,,1,0
45935,Room in Beautiful Townhouse.,204586,L,Bronx,Mott Haven,40.80635,-73.92201,Private room,60,30,0,,,1,83
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,Jessica,Manhattan,Upper East Side,40.77449,-73.95308,Private room,130,14,0,,,2,0
54466,Beautiful Uptown Manhattan apartmnt,253385,Douglas,Manhattan,Harlem,40.80255,-73.95803,Private room,200,30,0,,,1,365
63588,LL3,295128,Carol Gloria,Bronx,Clason Point,40.81161,-73.85499,Private room,89,30,0,,,6,315
64015,Prime East Village 1 Bedroom,146944,David,Manhattan,East Village,40.72863,-73.9842,Entire home/apt,200,30,0,,,1,0
68253,Room in the heart of Astoria,67730,Boris,Queens,Astoria,40.76336,-73.92099,Private room,55,30,0,,,1,0
113092,Rm in Beautiful Luxury Apt. Bldg,575906,San,Brooklyn,Fort Greene,40.6905,-73.97867,Private room,90,30,0,,,1,0
149287,Your own apartment off Park Avenue,720320,Nancy,Manhattan,Upper East Side,40.78422,-73.95133,Entire home/apt,250,30,0,,,1,0
149787,Full Floor Brownstone,722242,Nicholas,Manhattan,Harlem,40.81862,-73.94518,Entire home/apt,100,30,0,,,1,365
152071,Park Slope Apartment,731855,Wendy,Brooklyn,Park Slope,40.67231,-73.97878,Entire home/apt,150,2,0,,,1,0
169483,Very close to Downtown Awesome Private Apartment,807642,Jeffrey,Brooklyn,Gravesend,40.60602,-73.97076,Entire home/apt,110,7,0,,,2,0
200645,Best Manhattan Studio Deal!,933378,Edo,Manhattan,Upper East Side,40.76739,-73.9557,Shared room,90,30,0,,,1,0
237210,Manhattan Loft in Prime East Village Location,1243192,Jacqueline,Manhattan,Greenwich Village,40.73268,-73.99213,Entire home/apt,275,30,0,,,1,63
239826,"Amazing 1 bed, live like a Newyorkr",1257760,Jay,Manhattan,Gramercy,40.73685,-73.9828,Entire home/apt,295,30,0,,,1,0
244649,"Upper West: Large room, one block to Subway!",1283659,Kurt,Manhattan,Upper West Side,40.79824,-73.96863,Private room,50,2,0,,,1,0
250537,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,40.81128,-73.9433,Entire home/apt,400,30,0,,,2,365
283072,One bedroom sharing Bathroom,1474637,Eliza,Brooklyn,Cypress Hills,40.68048,-73.86541,Private room,89,30,0,,,1,0
292637,Beautiful Spacious One Bedroom,1021834,Svetlana,Brooklyn,Crown Heights,40.67452,-73.96174,Entire home/apt,100,30,0,,,1,0
299062,1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng,236421,Jessica,Manhattan,Upper East Side,40.77433,-73.95339,Private room,120,30,0,,,2,0
311316,Welcome to Harlem New York,1601454,Conrad,Manhattan,Harlem,40.80193,-73.95098,Private room,149,30,0,,,2,358
408491,Charming West Village One Bedroom,2034361,Marshall,Manhattan,West Village,40.73633,-73.99925,Entire home/apt,145,30,0,,,1,0
425643,Amazing Views Over Central Park,2116067,Jesselyn,Manhattan,Upper West Side,40.79634,-73.96454,Entire home/apt,400,30,0,,,1,335
468613,$1300 5/14 - 6/1 - 3 weeks - room f,2325861,Cynthia,Manhattan,Lower East Side,40.72152,-73.99279,Private room,1300,30,0,,,1,0
474283,Studio apartment by Columbus Circle,950232,Deborah,Manhattan,Hell's Kitchen,40.76425,-73.98475,Entire home/apt,118,30,0,,,1,0
494296,Brooklyn waterfront large sunny apt,2442340,Maddy,Brooklyn,Cobble Hill,40.68705,-74.00002,Private room,75,30,0,,,1,0
499763,PinkBerry Room w Bath In Heart Of Hells Kitchen,361254,Kyra,Manhattan,Hell's Kitchen,40.76448,-73.98667,Private room,60,90,0,,,1,362
514548,BIG Light-Filled Loft Apartment & Art Studio,2533991,Amanda,Brooklyn,Bushwick,40.69775,-73.92615,Entire home/apt,115,30,0,,,1,329
544039,Luxury 2-bdrm w Piano & Gym,2674637,Greta,Brooklyn,Sunset Park,40.64445,-74.00279,Entire home/apt,120,30,0,,,1,0
548184,Cozy Room in GREENPOINT Apt. YeY,2694253,Yonatan,Brooklyn,Greenpoint,40.72515,-73.95153,Private room,199,30,0,,,1,0
593000,Cozy 1BD Manhattan close Central Pk,2927446,,Manhattan,Upper East Side,40.77287,-73.94667,Entire home/apt,100,30,12,10/24/2014,0.11,1,0
594732,Greenwich Village Skylit 1BR +deck!,2938302,Chris,Manhattan,Greenwich Village,40.73532,-73.99506,Entire home/apt,334,30,0,,,1,95
622410,"Great room in 2BR, Bright + Cozy!",1563352,Evelina,Brooklyn,Crown Heights,40.66718,-73.95848,Private room,88,30,0,,,1,0
627949,COMFY-CUTE-N-CLEAN APT in WBURG,585879,Armando,Brooklyn,Williamsburg,40.71542,-73.93821,Entire home/apt,180,30,0,,,1,0
637426,Great 1br East Village Apartment,1993811,Elon,Manhattan,East Village,40.72299,-73.98838,Entire home/apt,160,14,0,,,1,0
640899,Country Blues,165045,Sankofa,Brooklyn,Bedford-Stuyvesant,40.68228,-73.94645,Private room,110,30,0,,,3,0
640901,Havanna Brown Room,165045,Sankofa,Brooklyn,Bedford-Stuyvesant,40.68053,-73.9479,Private room,150,30,0,,,3,0
640908,Purple Haze Room,165045,Sankofa,Brooklyn,Bedford-Stuyvesant,40.68273,-73.94617,Private room,150,30,0,,,3,0
649561,Manhattan Sky Crib,3260084,David,Manhattan,Chelsea,40.75141,-73.99557,Entire home/apt,135,30,0,,,1,0
649972,Large 1BD in Downtown NYC. New elevator building.,808068,Sebastian,Manhattan,Lower East Side,40.71799,-73.99213,Entire home/apt,199,30,0,,,1,0
659443,Private Room in Upper West Side,1696802,Carlos,Manhattan,Upper West Side,40.79561,-73.96981,Private room,80,30,0,,,1,358
688184,Cozy bedroom in quiet Midtown apt,3512827,Aeisha,Manhattan,Hell's Kitchen,40.76579,-73.99275,Private room,60,30,0,,,1,365
766814,Adorable Midtown West Studio!,4022922,Caitlin,Manhattan,Hell's Kitchen,40.76041,-73.9962,Entire home/apt,95,30,0,,,1,0
789686,Cute & Quirky Private Room,3055496,Tessa,Manhattan,Washington Heights,40.85036,-73.93841,Private room,80,30,0,,,1,0
793590,Sunny in the Heart of Williamsburg,2450605,Jennifer,Brooklyn,Williamsburg,40.72034,-73.95669,Entire home/apt,225,30,0,,,1,0
795641,Weekend NY getaway? Holiday stay?,3472148,Brian,Queens,Ditmars Steinway,40.77559,-73.9072,Private room,60,1,0,,,1,0
798008,Hancock Town House!-Stuyvesant Mews,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68587,-73.9208,Private room,165,30,0,,,4,0
815544,Modern 2br2ba Duplex Penthouse w/2 outdoor spaces,4284566,Abril,Manhattan,Tribeca,40.71722,-74.00617,Entire home/apt,800,30,0,,,1,0
818314,Cozy room in beautiful apartment !,4298156,Melina,Manhattan,Harlem,40.82474,-73.9471,Private room,33,30,0,,,1,0
853900,Immaculate brand new one bedroom,4459052,Dominique,Queens,Astoria,40.76503,-73.93002,Entire home/apt,95,30,0,,,1,277
855542,Large Furnished Bedroom,4470717,Izzy And Mar,Manhattan,Washington Heights,40.84488,-73.9397,Private room,53,30,0,,,1,317
872210,Quiet 1BR Heart of the East Village,4600589,Carter,Manhattan,East Village,40.732,-73.98759,Private room,200,30,0,,,1,0
890794,Cozy- bedroom in Jackson Heights!,4731046,Luis,Queens,Jackson Heights,40.75218,-73.89253,Private room,120,180,0,,,1,362
895368,Large 2 bedroom apt in Manhattan,4770121,Somaya,Manhattan,Harlem,40.82434,-73.93957,Entire home/apt,100,180,0,,,3,0
900503,Stylish 1897 garden duplex oasis!,4634013,Brandi,Brooklyn,Clinton Hill,40.68685,-73.96181,Entire home/apt,275,30,0,,,1,0
931352,Lovely Private Room in Bushwick! :),4156449,Cassia,Brooklyn,Bushwick,40.70075,-73.9197,Private room,60,30,0,,,1,0
973653,A true Sanctuary in Harlem NYC,4770121,Somaya,Manhattan,Harlem,40.82405,-73.94,Entire home/apt,100,185,0,,,3,358
985338,"Monthly rental of guest room,limited kitchen use",1417489,Lorna,Brooklyn,Brooklyn Heights,40.70162,-73.99465,Entire home/apt,100,180,0,,,1,0
998086,Gorgeous loft in Tribeca/SoHo!,2455259,Antoni,Manhattan,Tribeca,40.71866,-74.00285,Entire home/apt,110,90,0,,,1,329
1067251,Entire home/apt in New York,5872605,Patrick,Manhattan,East Village,40.72379,-73.98014,Entire home/apt,395,30,0,,,1,0
1121815,2 mos. availability 1 time only!,4005049,Julie,Manhattan,East Village,40.72241,-73.9827,Private room,60,60,0,,,1,0
1127040,spacious PARK SLOPE room available,835112,Leah,Brooklyn,South Slope,40.66743,-73.98763,Private room,45,30,0,,,1,167
1136399,Furnished Nolita Studio,6233644,Sri,Manhattan,NoHo,40.72527,-73.99382,Entire home/apt,200,30,0,,,1,0
1166947,Huge Private Sunny Bedroom in NYC,6390340,Lori,Manhattan,Washington Heights,40.85401,-73.93292,Private room,125,56,0,,,1,365
1171581,Spacious 2 bedroom near Times Sq,6414296,Noelle,Manhattan,Hell's Kitchen,40.7593,-73.99143,Entire home/apt,1000,30,0,,,1,0
1171716,Room with a sunrise view over colored rooftops,6415261,John,Brooklyn,Kensington,40.6368,-73.9688,Private room,35,30,0,,,1,0
1183236,Fantastic 1 BR in massive share.,6472794,Joel,Queens,Long Island City,40.74983,-73.91843,Private room,60,30,0,,,1,0
1242736,Greenpoint -excellent location,6016424,Susan,Brooklyn,Greenpoint,40.7353,-73.95795,Private room,75,30,0,,,2,0
1352676,NYC 2 Bed in Gramercy Luxury Bldng,7342138,Raquel,Manhattan,Kips Bay,40.74363,-73.97968,Entire home/apt,125,30,0,,,1,0
1354775,Sunlit Noho Loft,7353062,Tim,Manhattan,NoHo,40.72536,-73.99414,Entire home/apt,250,30,0,,,1,0
1408353,New York City condo in the middle of everything,7594811,Daniel,Manhattan,Hell's Kitchen,40.76395,-73.9867,Entire home/apt,314,30,0,,,1,365
1420295,"Sunny, Bright, Warm,  Apartment in Williamsburg!",2357027,Harmon,Brooklyn,Williamsburg,40.71514,-73.94905,Entire home/apt,180,7,0,,,1,351
1442450,Saratoga Park Suite,7388128,Aqila,Brooklyn,Bedford-Stuyvesant,40.68638,-73.91936,Private room,72,30,0,,,1,0
1521102,King Room privet in heart of bklyn,384430,Eric,Brooklyn,Midwood,40.62529,-73.96042,Private room,139,30,0,,,3,364
1584619,Huge bedroom in Luxury Building!,8442593,Catherine,Manhattan,Upper West Side,40.77753,-73.98898,Private room,200,30,0,,,1,365
1614417,YOUNG MALE SHARE - LONG TERM ONLY,8369885,Naomi,Brooklyn,Brownsville,40.6656,-73.91224,Shared room,29,180,0,,,1,363
1650976,"Large, Sunny 1 bdrm apartment by the water",8737911,Laura,Brooklyn,Williamsburg,40.7101,-73.96542,Entire home/apt,120,30,0,,,2,316
1655880,"4BD, 2 Bath Apt Flatiron on 6th Ave",8778889,Steven,Manhattan,Chelsea,40.74087,-73.99392,Entire home/apt,1200,30,0,,,1,0
1682258,Big Studio Apt Convenient Gramercy,5434492,Elizabeth,Manhattan,Kips Bay,40.74011,-73.98185,Entire home/apt,200,30,0,,,1,0
1702032,The Top-Notch Top-Floor,8986314,Stephen,Brooklyn,Greenpoint,40.73198,-73.95446,Private room,70,1,0,,,1,0
1741745,Private room in East Harlem,1845333,Annabel,Manhattan,East Harlem,40.79858,-73.93585,Private room,95,30,0,,,1,0
1756174,New York Manhattan-East Village,7214842,Alberta,Manhattan,East Village,40.72264,-73.98157,Private room,108,30,0,,,1,365
1805261,Flat Iron 2BD Beautiful Apt,9462127,Krista,Manhattan,Flatiron District,40.73975,-73.98637,Entire home/apt,475,30,0,,,1,0
1810640,R & R In Harlem,4572968,Na'Im,Manhattan,Harlem,40.81812,-73.94355,Private room,140,30,0,,,1,365
1839231,Great Apt-Heart of East Village!,9613050,Sinead,Manhattan,East Village,40.73139,-73.98431,Entire home/apt,150,30,0,,,1,0
1853765,"Pre-War - Subway,Park's & Museum's",416918,Kimberly,Manhattan,Upper East Side,40.77593,-73.94927,Entire home/apt,550,30,0,,,1,0
1861572,LUXURY 2 bedroom + office on 5th Ave,639526,Sinem,Manhattan,Midtown,40.743771,-73.987869,Entire home/apt,1000,30,0,,,2,358
1865884,Harlem 1BR - 3 blocks to subway!,1753078,Abby,Manhattan,Harlem,40.80474,-73.94631,Entire home/apt,139,30,0,,,1,0
1876969,Penthouse in Bedford Stuyvesant,9582999,Shane,Brooklyn,Bedford-Stuyvesant,40.68441,-73.94052,Entire home/apt,150,30,0,,,1,0
1879573,GREAT STUDIO APT NOLITA - x couple,9786229,Alberto,Manhattan,Chinatown,40.7174,-73.99738,Entire home/apt,130,30,0,,,1,365
1886240,June 30 Th to August 31 st,9813233,Tao,Manhattan,SoHo,40.72559,-74.00093,Entire home/apt,245,30,0,,,1,0
1886294,quitissential brooklyn loft,9813350,Jeremy,Brooklyn,Vinegar Hill,40.70211,-73.98469,Entire home/apt,150,30,0,,,1,0
1887489,Gracious Brooklyn Limestone,9818634,Lara,Brooklyn,Prospect-Lefferts Gardens,40.66313,-73.9537,Entire home/apt,175,30,0,,,1,0
1898110,Charming one bedroom in brownstone,9520651,Vivian,Brooklyn,Gowanus,40.68368,-73.98487,Private room,200,30,0,,,1,365
1944891,Spacious one bedroom apartment,861330,Joseph,Brooklyn,Williamsburg,40.70139,-73.94499,Entire home/apt,70,30,0,,,3,0
1960045,Loft Bedroom in Luxury Apartment,6655162,Carlos,Brooklyn,Williamsburg,40.71833,-73.94147,Private room,70,31,0,,,1,0
1965712,Lovely large 1-bdrm apt UWS,10153235,Tammie,Manhattan,Upper West Side,40.78263,-73.98471,Entire home/apt,235,30,0,,,1,0
1979579,Best Central Park/NYC View Apt,8219931,Jason,Manhattan,Upper West Side,40.78468,-73.97137,Entire home/apt,300,30,0,,,1,0
1979848,1 BR  in a luxury apt bldg,10217559,Mary Elizabeth,Brooklyn,Park Slope,40.6708,-73.9866,Entire home/apt,175,30,0,,,1,0
1989838,Luxury 4 BD NYC Times Sq Apartment,3185905,Patrick,Manhattan,Midtown,40.7646,-73.9814,Entire home/apt,1500,30,0,,,1,0
1992751,Bushwick House,10258336,Angelo,Brooklyn,Bushwick,40.70586,-73.9166,Entire home/apt,90,30,0,,,1,0
2003807,UWS MANHATTAN APT FOR SUPERBOWL WE,10317189,Edouard,Manhattan,Upper West Side,40.79321,-73.9694,Entire home/apt,1000,30,0,,,1,0
2022126,Midtown Manhattan Apt,10392717,Rick,Manhattan,Midtown,40.75053,-73.98094,Private room,557,30,0,,,1,0
2022920,UES,8214568,Allison,Manhattan,Upper East Side,40.78081,-73.95045,Entire home/apt,250,30,0,,,1,0
2026434,Fab Williamsburg Brooklyn Apt.,5772472,Anthony,Brooklyn,Williamsburg,40.71973,-73.95617,Entire home/apt,500,30,0,,,1,0
2026869,Sunny Village Studio: Long Stays,10411521,Matt,Manhattan,East Village,40.7282,-73.9834,Entire home/apt,120,30,0,,,1,0
2049322,Private room in Brooklyn Loft,9446761,Paul,Brooklyn,Williamsburg,40.70347,-73.93335,Private room,45,30,0,,,1,0
2050406,"Bright, Huge 1Bdrm in Midtown",10406601,Amaryllis,Manhattan,Midtown,40.75415,-73.9731,Entire home/apt,250,30,0,,,1,0
2055467,Great Location on St. Marks Place,10526877,Steven,Manhattan,East Village,40.72852,-73.98705,Entire home/apt,150,30,0,,,1,0
2055559,twin bed in own space,10527201,Bryan,Brooklyn,Greenpoint,40.73673,-73.95655,Shared room,90,30,0,,,1,0
2060768,West Village Apt steps to Path,10547610,Raj,Manhattan,West Village,40.73412,-74.00726,Entire home/apt,800,30,0,,,1,0
2070290,LARGE 2 BEDROOM FOR SUPER BOWL,10585956,Yigal,Manhattan,Hell's Kitchen,40.76885,-73.98806,Entire home/apt,599,30,0,,,1,0
2071941,Huge Sunny Family Friendly Loft in Greenpoint,1468317,Jessie,Brooklyn,Greenpoint,40.72327,-73.95049,Entire home/apt,200,30,0,,,1,0
2087663,"Chic, neat & cozy small 1 BR Apt",10657268,Boryana,Queens,Astoria,40.76206,-73.9223,Entire home/apt,130,30,0,,,1,0
2089273,Williamsburg Luxury 1 Bedroom,8956323,Jayar,Brooklyn,Williamsburg,40.708,-73.94619,Entire home/apt,200,30,0,,,1,0
2101710,In the heart of Hell's Kitchen,10717291,Adam,Manhattan,Hell's Kitchen,40.76132,-73.99141,Entire home/apt,175,30,0,,,1,0
2103480,Thanksgiving in Manhattan!,10725397,Andrea,Manhattan,Upper West Side,40.77822,-73.98016,Entire home/apt,560,30,0,,,1,0
2104588,Time Square doorman building 1 bdrm,6757150,Olena,Manhattan,Theater District,40.76038,-73.98205,Entire home/apt,240,30,0,,,1,0
2106662,Large one bedroom apartment,10736013,Javier,Manhattan,West Village,40.73123,-74.00255,Entire home/apt,156,30,0,,,1,0
2106706,"Large Bright Room, East Village Apt",1534243,Seth,Manhattan,East Village,40.72859,-73.98957,Private room,120,30,0,,,1,0
2107372,Best NYC Deal on upper west!,10346860,Shlom And Lyndz,Manhattan,Upper West Side,40.79791,-73.97108,Entire home/apt,400,30,0,,,1,0
2113431,Amazing room in Greenpoint,10775192,Joshua,Brooklyn,Greenpoint,40.7273,-73.94605,Private room,70,30,0,,,2,0
2115773,Spacious 1BR Haven in Duplex w/Deck,514261,Vanessa,Brooklyn,South Slope,40.66553,-73.98622,Private room,85,30,0,,,8,0
2122613,SuperBowl West Village Apartment,6854214,Nick,Manhattan,West Village,40.72909,-74.00587,Entire home/apt,325,30,0,,,1,0
2127382,Upper East Side apt for Super Bowl,10852093,Mark,Manhattan,Upper East Side,40.78069,-73.95089,Entire home/apt,150,30,0,,,1,0
2132248,Huge Master Bedroom w/ Private Bath,3695778,Zach,Brooklyn,Williamsburg,40.71504,-73.96723,Private room,95,30,0,,,1,0
2135766,"Super Bowl, 2 bdrm, UWS apartment",4074918,Julie,Manhattan,Upper West Side,40.79513,-73.97631,Entire home/apt,900,30,0,,,1,0
2136511,Private room with bathroom and balcony.,6001762,Ajang,Brooklyn,Bedford-Stuyvesant,40.6811,-73.9107,Private room,61,30,0,,,1,365
2137714,Casa de La Musica,1193933,Yoruba,Brooklyn,Bedford-Stuyvesant,40.68311,-73.91108,Entire home/apt,200,7,0,,,1,0
2142092,"Furnished room - W. 181 St. by A, 1",8280182,Alejandro,Manhattan,Washington Heights,40.85098,-73.93664,Private room,300,30,0,,,1,0
2149184,Super Bowl Rental 2BR in Soho,7363831,Garrett,Manhattan,Greenwich Village,40.72786,-74.00149,Entire home/apt,900,30,0,,,1,0
2150727,1500 sq ft apt sleeps 8 - SuperBowl,5579700,Steve,Manhattan,Gramercy,40.73545,-73.98238,Entire home/apt,2000,30,0,,,1,0
2151259,Superbowl Studio Upper West Side,10263977,A,Manhattan,Upper West Side,40.79773,-73.96173,Entire home/apt,750,30,0,,,1,0
2158171,Luxury NYC Studio for Super Bowl 48,11012889,Judy,Manhattan,Financial District,40.70451,-74.00671,Entire home/apt,575,30,0,,,1,0
2164631,Exclusive Upper East Side Studio,2090668,Ellen,Manhattan,Upper East Side,40.77464,-73.95226,Entire home/apt,99,30,0,,,1,0
2171809,Room w/ Private Bathroom,11063639,Weilong,Brooklyn,Williamsburg,40.714,-73.9616,Private room,99,30,0,,,1,0
2183430,Brooklyn Room on Prospect Park,9493977,Che,Brooklyn,Prospect-Lefferts Gardens,40.65682,-73.96127,Private room,57,30,0,,,1,0
2185842,1BR Superbowl rental Hells Kitchen,6910298,Anna,Manhattan,Hell's Kitchen,40.7598,-73.98886,Entire home/apt,850,30,0,,,1,0
2186138,Superbowl - NYC Apartment,11147328,Ankur,Manhattan,Midtown,40.75764,-73.96827,Entire home/apt,950,30,0,,,1,0
2186452,Tribeca Loft for Superbowl Wknd,10636508,Reed,Manhattan,Tribeca,40.71725,-74.00528,Entire home/apt,1500,30,0,,,1,0
2203450,Perfect Location - 2 bdrm/2 bth,1500487,David,Brooklyn,Williamsburg,40.71716,-73.95267,Entire home/apt,250,30,0,,,1,0
2204672,1 bdrm in fully furnished 2bdrm apt,11249304,Emily,Brooklyn,Crown Heights,40.67223,-73.95019,Private room,150,30,0,,,1,0
2211028,Vibrant Brooklyn location!,11279303,Patrick,Brooklyn,Greenpoint,40.72647,-73.95672,Entire home/apt,225,30,0,,,1,0
2215157,This is your Manhattan getaway HOME away from HOME,11298622,Mykle-Kane,Manhattan,Harlem,40.82621,-73.94424,Entire home/apt,250,30,0,,,1,0
2216470,Comfortable Room,11306420,Darius,Brooklyn,Bushwick,40.70039,-73.92867,Private room,145,30,0,,,1,0
2217398,"226 E 29th St, NY - Super Bowl",11312158,Andrew,Manhattan,Kips Bay,40.7416,-73.97822,Entire home/apt,1500,30,0,,,1,0
2219294,Great Studio!,10485182,Jennifer,Manhattan,Upper West Side,40.78835,-73.97257,Entire home/apt,70,30,0,,,1,0
2220959,XTRA LARGE 1 Bedroom Gramercy Apt,11330638,Lindsay,Manhattan,Gramercy,40.73793,-73.98229,Entire home/apt,749,30,0,,,1,0
2227377,Downtown NY Apt - SuperBowl Weekend,11366961,Gabriel,Manhattan,Gramercy,40.73546,-73.98118,Entire home/apt,650,30,0,,,1,0
2228296,Super Bowl 2014,11371978,Joe,Manhattan,Midtown,40.76402,-73.9777,Entire home/apt,750,30,0,,,1,0
2231814,Modern Luxury Meets Old Money Charm,112879,Caroline,Brooklyn,Williamsburg,40.70986,-73.94186,Entire home/apt,1200,30,0,,,1,0
2232600,,11395220,Anna,Manhattan,East Village,40.73192,-73.98819,Entire home/apt,200,30,28,06/08/2015,0.31,1,347
2237708,Spacious 1bdrm furnished wifi tv,10778096,Ajay,Manhattan,Financial District,40.70528,-74.0072,Entire home/apt,300,30,0,,,1,0
2237981,Cool UES 1 Bed Sleeps upto 4,2261678,Ayesha,Manhattan,Upper East Side,40.77505,-73.94905,Entire home/apt,250,30,0,,,1,0
2238435,Central  Harlem Hideaway,11430909,Tennessee,Manhattan,Harlem,40.81145,-73.94593,Entire home/apt,100,30,0,,,1,0
2243266,Top floor!,11457662,Indie,Brooklyn,Bensonhurst,40.60987,-73.9981,Entire home/apt,43,30,0,,,2,0
2243699,"SuperBowl Penthouse Loft 3,000 sqft",1483320,Omri,Manhattan,Chinatown,40.7171,-73.99905,Entire home/apt,5250,30,0,,,1,0
2243769,Super Bowl New York City Apartment,11460768,Brian,Manhattan,Morningside Heights,40.80187,-73.96054,Entire home/apt,1500,30,0,,,1,0
2248580,Luxury 1 Bedroom Condo,11483903,Avril,Manhattan,Greenwich Village,40.73364,-73.99708,Entire home/apt,1000,30,0,,,1,0
2249928,Super Bowl Wknd! 3-Bedroom Apt UWS,2675913,Sam,Manhattan,Upper West Side,40.78583,-73.9771,Entire home/apt,1000,30,0,,,1,0
2250372,"Huge 3BR Penthouse, Private Roof!",11490872,Nick,Manhattan,Kips Bay,40.74202,-73.97977,Entire home/apt,1550,30,0,,,1,0
2256519,Spacious 1BR Chelsea Apt. for SB 48,11523254,Nicholas,Manhattan,Chelsea,40.74241,-74.00049,Entire home/apt,750,30,0,,,1,0
2257080,SUPERBOWLSUNDAY! 3BLOCK FROM TIMESQ,3312524,Athena,Manhattan,Hell's Kitchen,40.75386,-73.99289,Entire home/apt,350,30,0,,,1,0
2259719,Apartment in Soho,11539672,Thomas,Manhattan,SoHo,40.72527,-74.00228,Entire home/apt,200,30,0,,,1,0
2260029,Williamsburg Loft,10683147,Keefe,Brooklyn,Williamsburg,40.71106,-73.94939,Private room,70,30,0,,,1,0
2260042,Clean and pleasant Room in NYC,11503864,Omar,Queens,Astoria,40.76619,-73.91724,Shared room,65,30,0,,,1,0
2260274,SUPER LOCATION 4 SUPER BOWL WKEND!!,11542120,Brett,Manhattan,Greenwich Village,40.73685,-73.99594,Private room,1250,30,0,,,1,0
2271504,SUPER BOWL Brooklyn Duplex Apt!!,11598359,Jonathan,Brooklyn,Clinton Hill,40.68799,-73.9652,Entire home/apt,6500,30,0,,,1,0
2273019,Super Bowl Weekend,8105524,Rhett,Manhattan,Upper West Side,40.77022,-73.98775,Entire home/apt,150,30,0,,,1,0
2274084,3 Bedroom Apartment,11610321,Patrick,Manhattan,Kips Bay,40.74215,-73.98018,Entire home/apt,2750,30,0,,,1,0
2281142,Prime NYC Location for Super Bowl,1427243,Jordana,Manhattan,East Village,40.73323,-73.98859,Entire home/apt,3750,30,0,,,1,0
2282085,Duplex PH 2 bedLoft Williamsburg,2044302,Christopher,Brooklyn,Williamsburg,40.7195,-73.95964,Entire home/apt,500,30,0,,,1,0
2283143,The Best of Both Worlds-Manhattan Country Living!,11661229,Michele,Manhattan,Upper West Side,40.78249,-73.98537,Entire home/apt,800,30,0,,,1,0
2284454,MANHATTAN SUPERBOWL ACCOMODATION,11668649,Andrew,Manhattan,Upper East Side,40.76904,-73.95435,Entire home/apt,1600,30,0,,,1,0
2284484,Sunny & Spacious Upper West Side One Bedroom Apt,11669123,Kaley,Manhattan,Upper West Side,40.79767,-73.97035,Entire home/apt,80,30,0,,,1,0
2291507,"Large, Sunny Roomâ€”in Fun, Trendy Area",11057719,Chloe,Brooklyn,Williamsburg,40.71558,-73.94881,Private room,73,30,0,,,1,0
2291943,SuperBowl Weekend Rental! 3 BR/1ba,11708656,Justin,Manhattan,Upper East Side,40.77393,-73.95531,Entire home/apt,1000,30,0,,,1,0
2294594,Hilton timeshare west 57st,11721588,Richard,Manhattan,Midtown,40.76486,-73.97885,Private room,600,30,0,,,1,0
2294663,Mid Town East Side Apartment,6509406,Judy,Manhattan,Hell's Kitchen,40.75786,-73.99485,Entire home/apt,800,30,0,,,1,0
2297192,2BD/2BA Manhattan Apt,11732741,Bryce,Manhattan,Financial District,40.70952,-74.0053,Entire home/apt,1000,30,0,,,1,0
2298759,Luxury Studio -Midtown/Times Square,11741773,Samson,Manhattan,Hell's Kitchen,40.76774,-73.98503,Entire home/apt,425,30,0,,,1,0
2305170,Eclectic Studio in Cozy Bay Ridge,11774081,Diana,Brooklyn,Bay Ridge,40.62387,-74.02812,Entire home/apt,86,2,0,,,1,0
2309559,Luxury New York,11254580,Bryan,Manhattan,Gramercy,40.73351,-73.98601,Entire home/apt,350,30,0,,,1,0
2319588,Luxury Apartment in Manhattan's Financial District,11845040,Alison,Manhattan,Financial District,40.70767,-74.00775,Private room,99,30,0,,,1,364
2329047,Large 2 Bedroom available,9754117,David,Manhattan,Upper West Side,40.77878,-73.97856,Entire home/apt,400,30,0,,,1,0
2344869,"Huge, Beautiful & Minutes From NYC",5868807,Sadie,Brooklyn,Carroll Gardens,40.67876,-74.00087,Entire home/apt,199,30,0,,,1,363
2350883,Large 1BR - PRIME Williamsburg,1334808,Kristina,Brooklyn,Williamsburg,40.71493,-73.95654,Private room,59,30,0,,,2,0
2380403,"Artsy and Comfy Bedroom, Living Room, Terrace",1226950,Marysia,Brooklyn,Crown Heights,40.67726,-73.9491,Private room,107,1,0,,,2,0
2392814,Room in Huge 3 Bedroom  L.E.S,12223914,Lakis,Manhattan,Lower East Side,40.7202,-73.98569,Private room,75,30,0,,,1,0
2416191,Cute Apartment in Williamsburg,1473507,Moema,Brooklyn,Williamsburg,40.7186,-73.9451,Private room,70,30,0,,,1,0
