id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7206401,Wonderful Inwood,17383399,Catlin,Manhattan,Inwood,40.86783,-73.92471,Entire home/apt,175,30,0,,,1,0
7207594,Perfect Rental Near Prospect Park!,22792227,Kylie,Brooklyn,Crown Heights,40.66913,-73.95898,Private room,45,30,0,,,1,0
7226624,"Brooklyn Alcove, Convenient Locale!",6407741,Graham,Brooklyn,Bedford-Stuyvesant,40.69499,-73.9469,Private room,39,30,0,,,1,0
7228397,West Harlem Apartment,700231,Benjamin,Manhattan,Harlem,40.82834,-73.94848,Entire home/apt,500,30,0,,,1,0
7234538,Lovely sun-filled Brownstone!,1793569,Frances,Brooklyn,Park Slope,40.67944,-73.97468,Entire home/apt,170,30,0,,,1,0
7246159,Charming apt on UWS 8/3-8/7,31245915,Jenna,Manhattan,Upper West Side,40.78963,-73.97898,Entire home/apt,200,30,0,,,1,0
7262068,Studio apt. Central Park West,24884055,Monada,Manhattan,Upper West Side,40.79715,-73.96873,Private room,80,30,0,,,1,0
7262439,Bright & cozy room in Brooklyn!,37325782,Elise,Brooklyn,Bedford-Stuyvesant,40.68397,-73.95136,Private room,40,30,0,,,1,0
7264471,Sunset Park Sublet,15416709,Me'Lissa,Brooklyn,Sunset Park,40.65295,-74.00411,Private room,70,30,0,,,1,0
7271876,Cozy 1 Bedroom Bushwick Apt off Dekalb L,38073985,Nicole,Brooklyn,Bushwick,40.7005,-73.91816,Entire home/apt,75,60,0,,,1,0
7274441,Beautiful BedStuy Brownstone Apt,7079175,Al-Nisa,Brooklyn,Bedford-Stuyvesant,40.69197,-73.93193,Private room,100,30,0,,,1,0
7275273,Cozy & Super Convenient Studio!,16398769,Michelle,Manhattan,Chelsea,40.74266,-73.99515,Entire home/apt,207,30,0,,,1,0
7275417,**Artist Brooklyn Heights Loft**,24465966,Jack,Brooklyn,Brooklyn Heights,40.70119,-73.99217,Entire home/apt,215,30,0,,,1,365
7277600,Upper east haven,24772574,Jack,Manhattan,Upper East Side,40.76463,-73.9552,Entire home/apt,175,30,0,,,1,0
7279657,1 Bdr. Apt. in Ridgewood/Bushwick,13904931,Nick,Queens,Ridgewood,40.7058,-73.90699,Entire home/apt,110,30,0,,,1,0
7293506,Charming Upper West Side Apartment,2993160,Lauren,Manhattan,Upper West Side,40.78629,-73.98056,Entire home/apt,200,30,0,,,1,0
7305718,"Cozy, clean studio with a view!",38269863,Andrea,Manhattan,Harlem,40.8202,-73.95795,Entire home/apt,150,30,0,,,1,0
7322656,Clean & Quiet room in Bushwick,38360286,Cody,Brooklyn,Bushwick,40.68992,-73.91408,Private room,50,30,0,,,1,0
7328712,Flatiron 1 Bedroom,2482069,Lor,Manhattan,Flatiron District,40.74145,-73.98828,Private room,95,30,0,,,1,0
7329917,In the Heart of NYC:  and Theater!!,3557752,Harry,Manhattan,Hell's Kitchen,40.7632,-73.98717,Entire home/apt,130,30,0,,,1,328
7331835,Bright Studio heart of LES,23851015,Suwan,Manhattan,Lower East Side,40.71986,-73.98552,Entire home/apt,139,30,0,,,1,0
7358093,Brooklyn Brownstone with Backyard,26202073,Raven,Brooklyn,Bushwick,40.68972,-73.91748,Entire home/apt,89,30,0,,,1,0
7359878,Bedroom in 4bed/1bath in Brooklyn!,13896003,Shane,Brooklyn,Bedford-Stuyvesant,40.68725,-73.95472,Private room,50,30,0,,,1,0
7362840,Beautiful Private Area in Flatbush,2164856,Jasmine,Brooklyn,East Flatbush,40.64939,-73.94791,Private room,50,30,0,,,1,0
7380251,Private Room in New Bed-Stuy Lofts,38661692,Dee,Brooklyn,Bedford-Stuyvesant,40.68948,-73.95099,Private room,1600,30,0,,,1,0
7382573,Bright room in Williamsburg loft,16548316,Phil,Brooklyn,Williamsburg,40.70707,-73.95014,Private room,70,30,0,,,1,0
7387862,Cozy bedroom in E. Village in July,38702813,Alexander,Manhattan,Lower East Side,40.72309,-73.98926,Private room,150,30,0,,,1,0
7394136,One bedroom available in Astoria,38741040,Priscila,Queens,Long Island City,40.754,-73.91872,Private room,40,30,0,,,1,0
7397649,"Astoria 1 Bed, 2 Blocks to Train",9991314,Jenna,Queens,Astoria,40.76297,-73.92696,Entire home/apt,132,30,0,,,1,0
7415011,Cozy room in 1bedroom apt,15824880,Israel,Queens,Astoria,40.77203,-73.93145,Private room,37,30,0,,,1,0
7419230,East Village Penthouse With Rooftop,22805576,Will,Manhattan,East Village,40.72189,-73.98022,Private room,100,30,0,,,1,0
7419517,Comfy room in Gramercy Park,4875631,Max,Manhattan,Gramercy,40.73579,-73.98175,Private room,200,30,0,,,1,0
7435882,Bushwick Room,4807448,David,Brooklyn,Bushwick,40.70647,-73.92093,Private room,35,30,0,,,1,0
7439734,Beautiful Brooklyn Duplex with Private Terrace,17085996,Kristen,Manhattan,Civic Center,40.71198,-74.00656,Entire home/apt,120,30,0,,,1,0
7457091,LARGE PENTHOUSE IN NEW YORK,24450956,Lee,Manhattan,SoHo,40.72546,-73.99863,Entire home/apt,450,30,0,,,1,351
7460803,Large private bed/bath by Times Sq,18922562,Ishan,Manhattan,Hell's Kitchen,40.75705,-73.99559,Private room,90,30,0,,,1,0
7470216,Room in Nolita with great Rooftop,1534857,Sandro,Manhattan,Lower East Side,40.72208,-73.99327,Private room,79,30,0,,,2,0
7471859,Williamsburg Walk Up,3504234,Ben,Brooklyn,Williamsburg,40.7128,-73.94175,Entire home/apt,125,30,0,,,1,0
7475708,2 Bedroom+ Office/Baby Room in Gramercy Park,12535775,Christina,Manhattan,Gramercy,40.73784,-73.98325,Entire home/apt,200,30,0,,,1,0
7482767,Apartment share - Private Bedroom,39186813,Robert,Brooklyn,Carroll Gardens,40.67541,-73.99812,Private room,75,30,0,,,1,0
7483034,Spacious Chelsea Private Bedroom,7202390,Drew,Manhattan,Chelsea,40.74381,-73.99465,Private room,195,30,0,,,1,0
7492539,urban cottage,6004716,Rosalyn,Queens,Astoria,40.7573,-73.92773,Private room,75,30,0,,,1,0
7496211,Lower Manhattan Studio Alcove Apt,6520502,Jim,Manhattan,Financial District,40.70541,-74.01466,Entire home/apt,450,30,0,,,1,0
7497287,Massive Bedroom by Prospect Park,241593,Thomas,Brooklyn,Flatbush,40.65071,-73.96138,Private room,70,30,0,,,2,0
7500030,Two bedroom with two fold out bed,19976579,Damask,Manhattan,East Village,40.72682,-73.97845,Entire home/apt,250,30,0,,,1,0
7507877,Cozy house in Sunnyside gardens,22079796,Fatima VÃ©lez,Queens,Sunnyside,40.7472,-73.9154,Entire home/apt,100,30,0,,,1,0
7512967,Master Bedroom w/ private bathroom,1497263,Melissa,Brooklyn,Williamsburg,40.71713,-73.94362,Private room,60,30,0,,,1,0
7518327,"13 Essex St, 202",39394883,æ–‡ç«‹,Manhattan,Chinatown,40.71629,-73.99087,Entire home/apt,150,30,0,,,1,0
7539610,"Private room, shared bathroom.",39503857,Craig,Manhattan,Harlem,40.82034,-73.94345,Private room,200,30,0,,,1,0
7545751,Edgecombe Ave Room,39539913,Adam,Manhattan,Harlem,40.82471,-73.94233,Private room,100,30,0,,,1,0
7556587,Sunny Room in Harlem,39608626,,Manhattan,Harlem,40.82992,-73.94033,Private room,28,30,1,08/01/2015,0.01,1,0
7560658,Perfect Brooklyn Loft Studio,8726365,Puja,Brooklyn,Williamsburg,40.70781,-73.96916,Entire home/apt,185,30,0,,,1,0
7560918,"Williamsburg Studio, oudoor patio",39635423,Maura,Brooklyn,Williamsburg,40.71272,-73.96632,Entire home/apt,120,30,0,,,1,0
7570475,Cosy Master bedroom in Midtown West,16173306,Ali,Manhattan,Hell's Kitchen,40.76409,-73.99091,Private room,90,30,0,,,1,0
7573221,"Cozy, clean in Greenpoint Brooklyn!",5287536,Kaya,Brooklyn,Greenpoint,40.72961,-73.95656,Entire home/apt,120,30,0,,,1,0
7575626,Charming West Village Full Bed Apt,35307662,Lauren,Manhattan,Greenwich Village,40.73049,-74.00111,Private room,119,30,0,,,1,0
7575697,Hip NYC Loft Ceiling in the Heart of Downtown FiDi,38022820,Moe,Manhattan,Financial District,40.70965296,-74.01273403,Entire home/apt,110,30,0,,,1,46
7577608,1 Large Bedroom plus 2nd bed,1355616,Carly,Brooklyn,Gowanus,40.68215,-73.98095,Private room,100,30,0,,,1,0
7581727,SOHO LUXURIOUS LOFTED STUDIO,27921486,Judd,Manhattan,Greenwich Village,40.72657,-73.99743,Entire home/apt,350,30,0,,,1,0
7582706,1000 square feet of Luxury!,12757332,Jeremy,Manhattan,Financial District,40.70582,-74.01087,Entire home/apt,350,30,0,,,1,0
7582834,Private bedroom in East Village,7915676,Chris,Manhattan,East Village,40.72768,-73.99071,Private room,100,30,0,,,1,0
7584885,Charming large room ...,23129690,Jing,Manhattan,Upper West Side,40.80089,-73.96752,Shared room,85,30,0,,,1,0
7596078,"Funky, Quiet, Safe EV Walk-Up",4582155,Aaron,Manhattan,East Village,40.7243,-73.98028,Entire home/apt,140,30,0,,,1,0
7596341,Midtown Manhattan best Location,17675081,Nathalia,Manhattan,Midtown,40.7601,-73.96746,Private room,125,30,0,,,1,0
7601496,Spacious 1BR in Williamsburg,39706334,Erin,Brooklyn,Williamsburg,40.71009,-73.95398,Entire home/apt,140,30,0,,,1,0
7602442,Chelsea Apt Great Location,39868106,Michael,Manhattan,Flatiron District,40.74297,-73.99195,Entire home/apt,400,30,0,,,1,0
7603075,Adorable room in heart of Brooklyn,17163531,Beck,Brooklyn,Flatbush,40.65353,-73.95611,Private room,65,30,0,,,1,0
7621629,Your cozy spot in Upper West Manhat,39977656,Hongqing,Manhattan,Upper West Side,40.80299,-73.96465,Private room,40,30,0,,,1,0
7631233,Room at astoria,22994376,Yoshihisa,Queens,Ditmars Steinway,40.78247,-73.91595,Private room,49,30,0,,,1,0
7632128,Huge BR in Hell's Kitchen,19650141,Rahim,Manhattan,Hell's Kitchen,40.75553,-73.99624,Private room,105,1,0,,,1,0
7633507,Spacious West Village Apartment,15192120,David,Manhattan,West Village,40.73633,-74.00468,Entire home/apt,200,30,0,,,1,0
7637101,Spacious 1 bedroom,2484520,Marcus,Manhattan,Morningside Heights,40.81033,-73.95897,Private room,150,30,0,,,1,0
7637112,Wyndham Vacation Resorts Condos,40068023,John,Manhattan,Midtown,40.75189,-73.9716,Entire home/apt,400,30,0,,,1,0
7644505,Contemporary Brooklyn Town House,29999716,Scott,Brooklyn,South Slope,40.66294,-73.98722,Entire home/apt,300,30,0,,,1,0
7649693,"Beautiful, large and sunny bedroom",40138709,Dani,Brooklyn,Bedford-Stuyvesant,40.68643,-73.95559,Private room,32,30,0,,,1,0
7659042,Cozy Room 25 Minutes from Manhattan,23187157,Andrew,Brooklyn,Bushwick,40.70036,-73.91723,Private room,80,30,0,,,1,0
7661735,Large Studio - Meatpacking District,19071455,Dan,Manhattan,West Village,40.74036,-74.00416,Entire home/apt,190,30,0,,,1,0
7664959,Nice and cozy room!,40237377,Lena,Brooklyn,Sheepshead Bay,40.60068,-73.95894,Private room,80,30,0,,,1,180
7685764,Sunny Modern Gem Overlooking UWS,268419,Kevin,Manhattan,Upper West Side,40.79204,-73.97137,Entire home/apt,300,5,0,,,1,0
7691534,"2 bed, 2 bath in Battery Park City",40394783,Richard,Manhattan,Battery Park City,40.70637,-74.01869,Entire home/apt,200,30,0,,,1,0
7694852,HUGE NYC 1BR - Heart of Murray Hill,21570720,Steven,Manhattan,Murray Hill,40.74746,-73.98108,Entire home/apt,190,2,0,,,1,0
7696654,Spacious  Harlem 1-Br. Terrace Apt with Doorman,5742112,Maximillian,Manhattan,Harlem,40.81078,-73.9402,Entire home/apt,107,30,0,,,1,0
7697161,Beautiful 1 BR w/ Private Backyard,40427171,Lyle,Brooklyn,Carroll Gardens,40.68603,-73.99373,Entire home/apt,125,1,0,,,1,0
7698619,Room in Williamsburg Duplex,35997506,Michael,Brooklyn,Williamsburg,40.70939,-73.96758,Private room,85,30,0,,,1,0
7699156,One bedroom at Dream Location,820649,Ivo,Manhattan,Murray Hill,40.74548,-73.97651,Entire home/apt,190,30,0,,,1,0
7699703,Private Brooklyn room by the L line,15420345,Anastassia,Brooklyn,Bushwick,40.70058,-73.91975,Private room,65,30,0,,,1,0
7709293,master bedroom in a 4 bed 2 bath,40498479,Meryl,Manhattan,Harlem,40.82364,-73.95122,Private room,59,30,0,,,1,0
7716489,Idyllic Studio in Williamsburg,22770300,Melody,Brooklyn,Williamsburg,40.71331,-73.96347,Entire home/apt,225,30,0,,,1,0
7724031,Apartment is in Washington heights,40585281,Teddy,Manhattan,Washington Heights,40.84595,-73.93991,Private room,121,30,0,,,1,0
7725042,1BR in a 3BR Apt by Columbia,23715762,Joon,Manhattan,Upper West Side,40.80113,-73.96566,Private room,50,30,0,,,1,0
7725197,Huge Bed-Stuy Townhouse,3320167,Jeffrey,Brooklyn,Bedford-Stuyvesant,40.68255,-73.94784,Private room,47,30,0,,,1,0
7726296,Beautiful 1 Bedroom Apartment,7375767,Daniel,Brooklyn,Bedford-Stuyvesant,40.68927,-73.95277,Entire home/apt,150,30,0,,,1,0
7728265,clinton Hill - bedsty,6623512,Nitzan,Brooklyn,Bedford-Stuyvesant,40.6863,-73.95653,Private room,32,30,0,,,1,0
7730865,Haha,21256980,Peiyu,Manhattan,Murray Hill,40.7459,-73.97607,Private room,170,30,0,,,1,0
7744239,"Garden Apt, Brooklyn - 2 nights min",1641361,Nadia,Brooklyn,Carroll Gardens,40.68069,-73.99482,Entire home/apt,200,30,0,,,1,0
7745375,Cozy Private Room in Williamsburg,15905720,Dennis,Brooklyn,Williamsburg,40.71215,-73.96441,Private room,69,30,0,,,1,0
7788565,"Home For Medical Professionals - ""Ether""",26377263,Stat,Brooklyn,Bushwick,40.705,-73.91731,Private room,52,6,0,,,51,163
7789678,å“¥ä¼¦æ¯”äºšå¤§å­¦é™„è¿‘å…¬å¯“å†…å®¢åŽ…ä¸€é—´ï¼Œ30ç¾Žå…ƒä¸€å¤©,40995200,Yi,Manhattan,Morningside Heights,40.81483,-73.9609,Private room,30,30,0,,,1,0
7796446,Spacious apt right off the highline,19693990,Marc,Manhattan,Chelsea,40.75098,-74.00291,Entire home/apt,329,30,0,,,1,0
7801023,Cute room right by Prospect Park,41060321,Maria,Brooklyn,Prospect-Lefferts Gardens,40.65757,-73.95015,Private room,35,30,0,,,1,0
7818142,Private room in cozy UWS apartment,16426665,Mariana,Manhattan,Morningside Heights,40.80514,-73.96503,Private room,85,30,0,,,1,0
7820825,Beautiful Sunny Room Near A/D & 2/3,2327346,John,Manhattan,Harlem,40.80781,-73.9478,Private room,70,30,0,,,1,0
7826411,Private room in trendy LES,24881130,Fred,Manhattan,Lower East Side,40.72184,-73.9868,Private room,80,30,0,,,1,0
7834733,"Beautiful, Airy, Minimal Apartment",13425453,Peter,Brooklyn,Bedford-Stuyvesant,40.68244,-73.95753,Private room,69,30,0,,,1,0
7837347,Pre-War Apartment By Riverside Park,13089720,Garret,Manhattan,Morningside Heights,40.8141,-73.96154,Entire home/apt,180,30,0,,,1,0
7842116,Huge room in Sunset Park with AC,30320622,Caitlin,Brooklyn,Borough Park,40.64295,-73.99955,Private room,55,30,0,,,1,0
7843696,Private Cozy Bedroom w Divider Wall,41330687,Alex,Manhattan,Gramercy,40.73363,-73.98545,Private room,79,30,0,,,1,0
7851047,2000 sq/ft AMAZING apt East Village,41371043,Patrick,Manhattan,East Village,40.72642,-73.99025,Entire home/apt,400,30,0,,,1,0
7851753,CHAMBRE BROOKLYN,24570526,Agathe Et Francois,Brooklyn,Clinton Hill,40.69543,-73.96971,Private room,90,30,0,,,1,0
7857040,Cozy Brooklyn Bedroom Available,41405875,Nichole,Brooklyn,Bedford-Stuyvesant,40.69637,-73.93893,Private room,36,30,0,,,1,0
7869449,Cozy room in Bushwick!,30541205,Mya,Brooklyn,Bushwick,40.70019,-73.92012,Private room,50,30,0,,,1,0
7893820,Prime Wburg renovated 2 bedroom,1330961,Julian,Brooklyn,Williamsburg,40.71371,-73.96357,Entire home/apt,220,30,0,,,1,0
7894084,Cozy and modern studio by the park,41620310,Olivia & Kyle,Manhattan,Upper East Side,40.77481,-73.94745,Entire home/apt,100,30,0,,,1,0
7895157,Midtown West Studio,39531775,Mark,Manhattan,Hell's Kitchen,40.76449,-73.9934,Entire home/apt,175,30,0,,,1,0
7921643,Luxury studio in Brooklyn,15102423,Prachal,Brooklyn,Fort Greene,40.69011,-73.98053,Entire home/apt,225,30,0,,,1,0
7928917,Studio in Full Service Chelsea Bldg,41810578,Anisha,Manhattan,West Village,40.73739,-73.99758,Entire home/apt,215,30,0,,,1,0
7931059,Bedroom near Columbia,6312322,Aditya,Manhattan,Harlem,40.82104,-73.95546,Private room,75,30,0,,,1,0
7931180,Beautiful Converted School House,28398689,Ryan,Brooklyn,Bedford-Stuyvesant,40.67965,-73.92994,Private room,150,30,0,,,1,0
7933400,Astoria Nice Neighborhood,40336543,Simon,Queens,Long Island City,40.76422,-73.93169,Private room,89,30,0,,,2,0
7933896,Huge Lower East Side 1 bedroom,8363605,Jimmy,Manhattan,Chinatown,40.71336,-73.99398,Entire home/apt,130,30,0,,,1,0
7954940,East Village Private Room & Bath,39956905,Can,Manhattan,East Village,40.72952,-73.98446,Private room,100,30,0,,,2,0
7956149,"Studio Apartment in New York, NY",32502064,Danielle,Manhattan,Financial District,40.70442,-74.00861,Entire home/apt,200,30,0,,,1,0
7966153,Spacious 2 BR for Weekend Rental,42030960,Michael,Brooklyn,Bay Ridge,40.63519,-74.02634,Entire home/apt,135,30,0,,,1,0
7966358,NYC High End 2BR Midtown West Apt,30283594,Global Luxury Suites,Manhattan,Midtown,40.76679,-73.98228,Entire home/apt,449,30,0,,,59,270
7966447,SOHO NYC SEPT ROOM AVAILABLE!!,42034713,Olivia,Manhattan,SoHo,40.72251,-73.99957,Private room,50,30,0,,,1,0
7970450,Adorable Upper East Side Apartment,39651842,Samantha,Manhattan,Upper East Side,40.77442,-73.94685,Private room,116,30,0,,,1,0
7987306,Huge room in a cool neighbourhood,34149113,Jeremy,Brooklyn,Bushwick,40.70227,-73.92362,Private room,50,30,0,,,1,0
7988491,"Cute, Peaceful - East Williamsburg",83834,Jill,Brooklyn,Williamsburg,40.71273,-73.93617,Entire home/apt,115,30,0,,,1,0
8007908,Rare Find: Stylish West Village Townhouse,390117,,Manhattan,West Village,40.73169,-74.0087,Entire home/apt,375,5,24,11/13/2021,0.36,2,0
8014315,Cozy Victorian Hideaway in Bushwick,259826,Cass,Brooklyn,Bushwick,40.69113,-73.92265,Private room,50,30,0,,,1,0
8017587,Lovely 1BR West Village Apartment,10779300,Marlow,Manhattan,West Village,40.7383,-74.00602,Entire home/apt,150,30,0,,,1,0
8029217,MASSIVE UNION SQ LOFT - Labor Day,36640518,Michelle,Manhattan,Greenwich Village,40.73662,-73.99673,Entire home/apt,500,30,0,,,1,0
8063565,Light-filled Brooklyn duplex loft,5072735,Rory,Brooklyn,Clinton Hill,40.6854,-73.96741,Entire home/apt,150,30,0,,,1,0
8126631,Cozy room harlem,16746108,April,Manhattan,Harlem,40.82099,-73.94736,Private room,45,30,0,,,1,0
8127517,White Loft Photo Studio,42918586,Jeorge,Brooklyn,Gowanus,40.6729,-73.99594,Entire home/apt,650,1,0,,,1,365
8130551,Clean and Spacious Room on the UWS,13164593,Majd,Manhattan,Upper West Side,40.80156,-73.96431,Private room,88,30,0,,,1,0
8142536,Perfect Luxury Space in NYC!,42991737,Kent,Manhattan,Financial District,40.70704,-74.01205,Entire home/apt,350,30,0,,,1,0
8147651,Duplex Apt with Terrace in Heart of Williamsburg!,11635800,Puja,Brooklyn,Williamsburg,40.71502,-73.96084,Entire home/apt,450,30,0,,,1,0
8153240,Cozy 3 Bedroom Apartment - LES,10134825,Kara,Manhattan,Lower East Side,40.71495,-73.98594,Entire home/apt,250,30,0,,,4,0
8173232,Bright studio on Upper East Side!,14196588,Julia,Manhattan,Upper East Side,40.77914,-73.94965,Entire home/apt,180,30,0,,,1,0
8183217,Spacious Room in Heart of Brooklyn,37563411,Andrew And Talia,Brooklyn,Crown Heights,40.66996,-73.94971,Private room,65,30,0,,,3,0
8183854,Charming + Cozy West Village Studio Apt,43172104,Danielle,Manhattan,West Village,40.73089,-74.00307,Entire home/apt,120,30,0,,,2,48
8187719,Location au coeur de Brooklyn!,6898461,Marie,Brooklyn,Bushwick,40.70503,-73.91902,Private room,45,30,0,,,1,0
8189063,Cute Room in Williamsburg Apartment,3663218,John Conor,Brooklyn,Williamsburg,40.71321,-73.94099,Private room,60,30,0,,,2,0
8208317,Apartment share with stunning sunset views,17686601,Lauren,Manhattan,Hell's Kitchen,40.76518,-73.98504,Private room,160,30,0,,,1,0
8225210,Doorman Harlem Apt with Great Views,43370599,John,Manhattan,Harlem,40.81298,-73.94114,Entire home/apt,250,30,0,,,1,89
8226137,1-Bedroom Apartment in Heart of UWS,37440683,Ben,Manhattan,Upper West Side,40.77645,-73.98147,Entire home/apt,225,30,0,,,1,0
8234295,"Sunny, spacious, bedroom for rent",481603,Lindsey,Brooklyn,Bushwick,40.69017,-73.91291,Private room,45,30,0,,,1,0
8283693,Nice apt in New York,15809410,Gabriela,Manhattan,Morningside Heights,40.81372,-73.96103,Entire home/apt,186,30,0,,,1,0
8324941,Charming studio apartment,43885876,Nicholas,Bronx,Pelham Bay,40.8534,-73.82815,Shared room,150,30,0,,,1,364
8325605,Big & Sunny Greenpoint Room,43889585,Allyson,Brooklyn,Greenpoint,40.73747,-73.95289,Private room,80,30,0,,,1,0
8341919,Brand New Luxury Apt Lease Takeover,43945071,Shining,Queens,Long Island City,40.74638,-73.95618,Entire home/apt,199,480,0,,,1,365
8358047,Nice Bedroom in Harlem (Sugar Hill),44050884,Amaurys,Manhattan,Harlem,40.82927,-73.94169,Private room,91,30,0,,,1,0
8381381,Studio in Manhattan,2284111,Su,Manhattan,Hell's Kitchen,40.76599,-73.98388,Entire home/apt,152,30,0,,,1,0
8398120,one bedroom apt 1000sqf,17871237,Mandy,Brooklyn,Williamsburg,40.71599,-73.95514,Private room,250,30,0,,,1,0
8402882,Peaceful BR in Historic Brownstone,3687880,Veola,Brooklyn,Bedford-Stuyvesant,40.68293,-73.93437,Private room,35,30,0,,,1,0
8420572,Cozy Room in East Williamsburg!,44347591,Kyle,Brooklyn,Bushwick,40.70281,-73.92924,Private room,40,30,0,,,1,0
8467950,One bedroom apartment in NoLita,44593150,Alberto,Manhattan,Civic Center,40.71239,-74.00497,Entire home/apt,150,30,0,,,1,0
8496270,Sunny Loft Studio on 46th and 10th,44742061,Megan,Manhattan,Hell's Kitchen,40.76326,-73.99142,Entire home/apt,500,30,0,,,1,0
8498999,Historically located 1 bdroom,44754726,Danielle,Manhattan,Harlem,40.81661,-73.9356,Entire home/apt,180,30,0,,,1,0
8502814,Comfortable Junior One Bedroom,8636732,Kay,Brooklyn,Flatbush,40.63682,-73.9676,Entire home/apt,70,30,0,,,2,0
8505892,"Bright, Spacious, Art Filled Apt",11241345,Madison,Manhattan,Lower East Side,40.72027,-73.98565,Entire home/apt,275,30,0,,,1,0
8518683,Charming & comfy 1 br on the Lower East Side,44853980,Heather,Manhattan,Lower East Side,40.71994,-73.9916,Entire home/apt,190,2,0,,,1,0
8519400,2 Bedroom Near Meatpacking,44857362,Bao,Manhattan,Chelsea,40.74177,-74.00088,Entire home/apt,200,30,0,,,1,0
8522756,In the heart of the East Village,44875359,Sandra,Manhattan,East Village,40.7224,-73.97978,Shared room,60,10,0,,,1,0
8531441,"Monthly only, Cozy, Quaint, Central",11234583,Sarah,Manhattan,Midtown,40.75534,-73.96646,Entire home/apt,100,30,0,,,1,0
8532876,ä¸­å¤®å…¬å›­æ—çš„çŽ°ä»£å…¬å¯“,34021565,Yujun,Manhattan,Upper West Side,40.79401,-73.96432,Private room,80,30,0,,,1,0
8538668,"Spacious, clean studio in Kips Bay",6193870,Erin,Manhattan,Kips Bay,40.74261,-73.97569,Entire home/apt,125,30,0,,,1,0
8539830,Gorgeous renovated apt w garden,1841463,Baptiste,Brooklyn,Greenpoint,40.72366,-73.94272,Entire home/apt,228,30,0,,,1,0
8551866,The Epic: Right by MSG,45016174,Jared,Manhattan,Chelsea,40.74763,-73.98931,Entire home/apt,800,30,0,,,1,0
8553197,Prospect-Lefferts near Prospectpark,1603471,Arthur,Brooklyn,Prospect-Lefferts Gardens,40.65685,-73.95287,Private room,90,30,0,,,1,0
8582762,1 private bedroom in 3 bedroom apt,45082108,Kristen,Brooklyn,Greenpoint,40.72564,-73.94885,Private room,90,30,0,,,1,0
8589299,Temporary Stay for 2 Weeks,45203510,Francis,Manhattan,Tribeca,40.72138,-74.01175,Private room,80,30,0,,,1,0
8590275,Studio midtown west,45208389,Maria Luna,Manhattan,Hell's Kitchen,40.75788,-73.99707,Entire home/apt,340,30,0,,,1,0
8603083,Park Slope Light and Location,21734605,Jenn,Brooklyn,Park Slope,40.67709,-73.97384,Private room,135,30,0,,,2,0
8614125,Cozy One Bedroom -Beautiful Terrace,45315085,Anthony,Manhattan,Upper West Side,40.77988,-73.98103,Entire home/apt,275,30,0,,,1,0
8614790,Prime Park Slope apartment,45318624,Max,Brooklyn,Park Slope,40.67923,-73.97922,Entire home/apt,300,30,0,,,1,0
8615333,Amazing Duplex Loft in Williamsburg,14035150,Stephanie,Brooklyn,Williamsburg,40.71103,-73.95025,Entire home/apt,190,30,0,,,1,0
8630853,East Village Apartment,27504587,Megan,Manhattan,East Village,40.72979,-73.98905,Entire home/apt,160,30,0,,,1,0
8645186,"Studio Apartment, Midtown East",45444713,Charles,Manhattan,Murray Hill,40.74919,-73.97108,Entire home/apt,125,30,0,,,1,365
8665778,Huge loft type 1 bedroom in NYC,22044830,Sol,Brooklyn,Bushwick,40.68766,-73.91373,Private room,150,30,0,,,1,0
8673141,Near Yankee Stadium,45557152,Rodney,Bronx,Morrisania,40.82424,-73.91316,Entire home/apt,225,30,0,,,1,0
8683482,Perfect room in Williamsburg loft,45598132,Jacob,Brooklyn,Williamsburg,40.71185,-73.95895,Private room,80,30,0,,,1,0
8687767,"Prime East Village, Sunny room",3856750,Sabra,Manhattan,East Village,40.7212,-73.98271,Private room,42,30,0,,,2,0
8709068,Great UWS apt with amazing terrace!,43820172,Paul,Manhattan,Upper West Side,40.79513,-73.96675,Entire home/apt,450,30,0,,,1,365
8712745,Private Room Near Central Park -UWS,22502130,Laura,Manhattan,Upper West Side,40.80072,-73.96052,Private room,107,30,0,,,1,0
8716700,Spacious PreWar Hangout,11418434,John,Manhattan,East Village,40.7296,-73.98885,Entire home/apt,193,30,0,,,2,336
8719788,"Big, Convenient, Working Fireplace!",18052038,Caroline,Brooklyn,Fort Greene,40.68672,-73.97811,Entire home/apt,175,30,0,,,1,0
8722500,Cozy and Modern Apartment,45780468,Anastasia,Manhattan,Financial District,40.71171,-74.0062,Private room,619,30,0,,,1,180
8736934,Great sun drenched room near park!,12639098,Imrul,Brooklyn,Flatbush,40.65315,-73.95538,Private room,60,30,0,,,1,0
8737468,Spacious Private Room,16934136,Tracey,Queens,Queens Village,40.71486,-73.74774,Private room,68,30,0,,,1,0
8737991,Master Bedroom in Roofdeck Lux Apt,5270447,Sean,Brooklyn,Bushwick,40.70076,-73.92828,Private room,150,30,0,,,1,0
8742567,Alcove Studio in Heart of Chelsea!,45864201,Lindsay B,Manhattan,Chelsea,40.74043,-73.99913,Entire home/apt,100,30,0,,,1,0
8754339,Gran Fondo Cyclist Haven,20261309,Sarah,Manhattan,Washington Heights,40.84661,-73.94385,Shared room,60,30,0,,,1,0
8756017,BronxHattan,26129793,Corey,Bronx,Fordham,40.86677,-73.89578,Private room,65,30,0,,,1,0
