id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,NA
3093240,Lovely Guestroom in Brownstone,7136700,Michelle,Brooklyn,Crown Heights,40.67093,-73.94616,Private room,56,3,101,1.16,4,99,
3095119,"Great apartment, heart of Brooklyn",15740819,Heather,Brooklyn,Fort Greene,40.6915,-73.97136,Entire home/apt,175,30,38,0.42,2,0,
3095502,Cozy 1BR Apartment by Subway,10930874,Tyler,Queens,Forest Hills,40.72805,-73.84948,Entire home/apt,100,30,1,0.01,2,0,
3098703,At home in Historic Harlem,9716281,Sarah,Manhattan,Harlem,40.80506,-73.94673,Private room,55,30,93,1.05,1,157,
3101058,Entire One Bedroom Apartment next to Prospect Park,15767190,Mark,Brooklyn,Flatbush,40.65443,-73.9619,Entire home/apt,109,30,2,0.04,1,0,
3103596,BIG Private Room in NYC APT.,15778597,Ayo,Manhattan,Harlem,40.82147,-73.94774,Private room,50,30,2,0.02,1,365,
3105986,Steps away from Brooklyn museum,8822946,Mariam,Brooklyn,Crown Heights,40.67301,-73.96093,Entire home/apt,135,30,4,0.05,1,0,
3106154,"Safe, Cozy, Cute and Cheap",2885147,Marty,Queens,Rego Park,40.72493,-73.85699,Entire home/apt,52,30,1,0.01,1,0,
3110978,Beautiful Room in a 3 Bd Apartment,15810320,Eva,Brooklyn,Sunset Park,40.64846,-74.00834,Private room,75,30,2,0.02,2,338,
3111416,Charming and Artsy LES 1-Bedroom,3765042,Grant,Manhattan,Lower East Side,40.71781,-73.98369,Entire home/apt,95,28,16,0.17,1,27,
3112284,Spacious room in flushing ny â¤ï¸,15815237,Mack,Queens,Flushing,40.76381,-73.83327,Private room,59,30,35,0.46,1,363,
3112872,Sunny Studio Near Central Park,2641574,Meredith,Manhattan,Upper West Side,40.77562,-73.983,Entire home/apt,215,30,8,0.09,1,0,
3114929,Modern Stylish and Legendary. Couples or Families,14911623,Nicholas,Manhattan,Harlem,40.8187,-73.93836,Entire home/apt,150,30,2,0.05,1,0,
3120723,Charming Private Studio in LES,15853337,Julia,Manhattan,Lower East Side,40.72186,-73.98569,Entire home/apt,160,30,6,0.07,1,0,
3120957,"Clean, Safe, Convenient, Comfy",8703,Michael,Manhattan,Harlem,40.80846,-73.94096,Shared room,207,30,8,0.1,1,180,
3121176,1 BEDROOM APT IN PRIME WILLIAMSBURG,3663033,Jehan,Brooklyn,Williamsburg,40.71617,-73.95944,Entire home/apt,50,30,4,0.05,1,0,
3122230,Cozy Harlem Home,15859636,Kyle,Manhattan,Harlem,40.81595,-73.9447,Private room,125,30,0,0.7487066474,1,0,
3132960,Lovely Park Slope Pied a Terre,2472358,Craig,Brooklyn,Park Slope,40.67877,-73.97741,Entire home/apt,250,10,3,0.08,1,50,
3136535,"Peaceful, Upper East Side Studio",15414317,Madeleine,Manhattan,Upper East Side,40.76293,-73.95961,Entire home/apt,150,5,10,0.11,1,0,
3137906,Lovely room in Williamsburg,3814039,Natalie,Brooklyn,Williamsburg,40.70903,-73.95339,Private room,65,30,61,0.77,1,166,
3143649,"Lovely Apt/Room in Ditmas Park, BK",15960720,Taylor,Brooklyn,Flatbush,40.63956,-73.96569,Private room,40,30,0,0.7487066474,1,0,
3147439,Charming West Village Studio With Cat,7361593,Samantha,Manhattan,West Village,40.72908,-74.0046,Entire home/apt,125,30,2,0.04,1,0,
3153464,Sunny 1 BD in trendy Prospect Heights Brooklyn.,16003147,Victoria And Juliana,Brooklyn,Prospect Heights,40.67283,-73.9661,Entire home/apt,105,21,8,0.09,1,171,
3156969,Surfers' and Beach Goers' Paradise,16019176,Marek,Queens,Rockaway Beach,40.58493,-73.81736,Entire home/apt,131,2,295,3.3,1,233,
3157330,"clean, casual 2BD apt in bed-stuy!",9105586,Marc,Brooklyn,Bedford-Stuyvesant,40.68958,-73.94138,Entire home/apt,75,30,1,0.01,1,0,
3157420,Giant Private Room in Battery Park,4119683,Zachary,Manhattan,Battery Park City,40.71029,-74.01725,Private room,100,30,4,0.05,1,0,
3158256,"4 bedrooms, 3 bath Unit/share",23193,Paris,Brooklyn,Bedford-Stuyvesant,40.68599,-73.93749,Private room,45,30,2,0.03,6,0,
3161739,Up among the trees in Bed Stuy,14736455,Anna,Brooklyn,Bedford-Stuyvesant,40.69378,-73.95155,Entire home/apt,120,5,61,0.76,1,89,
3164173,Bright Studio in New WB Building,2338762,Masha,Brooklyn,Williamsburg,40.71706,-73.95509,Entire home/apt,175,30,12,0.18,1,0,
3166540,"Brownstone Duplex with Garden,Deck & 8' pool table",2323652,Mark,Brooklyn,Park Slope,40.67954,-73.98063,Entire home/apt,270,3,6,0.11,1,0,
3168120,SPACIOUS & SUNNY East Village Gem,16069958,Nicholas,Manhattan,East Village,40.73028,-73.98326,Entire home/apt,171,30,1,0.01,1,0,
3171480,HUGE 1BR in Prime West Village,6183406,Justin,Manhattan,West Village,40.73533,-74.00268,Entire home/apt,200,30,4,0.05,1,0,
3172778,Prime Williamsburg Family Art Loft,16109802,Daphna,Brooklyn,Williamsburg,40.71274,-73.95831,Entire home/apt,130,30,22,0.27,1,0,
3175088,Clean and spacious loft in Chelsea,16100913,Anthony,Manhattan,Chelsea,40.74321,-73.99409,Entire home/apt,160,5,90,0.99,1,49,
3177702,Brooklyn Flat in Historic Row House,14902860,Velma,Brooklyn,Bedford-Stuyvesant,40.68242,-73.94662,Entire home/apt,161,30,51,0.64,4,358,
3181376,"Homey, inviting 1BR w/ lots of room",8158276,Matthew,Manhattan,Inwood,40.86017,-73.9296,Entire home/apt,100,30,1,0.01,1,0,
3185489,Private Bedroom in Nice Apt. Near Riverside Park!,16142344,Jeffrey,Manhattan,Harlem,40.82234,-73.95528,Private room,60,30,17,0.25,2,338,
3185829,2BR Private Apt Guest Homestay,16151285,Carol,Bronx,Williamsbridge,40.88103,-73.8486,Entire home/apt,90,4,72,0.9,6,354,
3187925,Brownstone Luxury Apartment Facing Ft.Greene Park,11249746,Stanley,Brooklyn,Fort Greene,40.69284,-73.97452,Entire home/apt,225,5,37,1.59,1,5,
3191450,Cozy Bedroom by Prospect Park BKLYN,241593,Thomas,Brooklyn,Flatbush,40.65027,-73.96326,Private room,60,30,4,0.05,2,0,
3191678,Private Room in Riverdale NY,9122601,Yan,Bronx,Fieldston,40.89711,-73.89993,Private room,65,30,41,1,1,338,
3198018,Park slope 2BR duplex with garden,738918,Birgitta,Brooklyn,Park Slope,40.67597,-73.97765,Entire home/apt,300,3,131,3.02,2,80,
3198365,Cozy Studio Close to Central Park,16209547,Gigi,Manhattan,Harlem,40.8009,-73.9572,Entire home/apt,300,2,175,2.02,5,352,
3199681,Bright & Sunny FULLY FURNISHED Room,627678,Nathan,Queens,Forest Hills,40.73402,-73.85468,Private room,35,30,2,0.05,2,332,
3200522,Brooklyn 3BR Near Subways,1369577,Thomas & Gaby,Brooklyn,Crown Heights,40.67497,-73.92336,Entire home/apt,166,5,206,2.29,2,219,
3200728,Sunlit Room near Prospect Park!,727114,Anthony,Brooklyn,Flatbush,40.6487,-73.9694,Private room,41,30,11,0.14,1,0,
3201696,Cozy 5 Bdrm in Historic Harlem NY,13789963,Arnitta,Manhattan,Harlem,40.8309,-73.94372,Entire home/apt,274,3,180,2.02,1,235,
3202590,The Lincoln,9209820,Althea,Brooklyn,Crown Heights,40.67122,-73.95012,Entire home/apt,220,30,95,1.13,2,289,
3206224,Welcome to The Valley,16245414,Shae,Brooklyn,Bushwick,40.69415,-73.92415,Entire home/apt,150,1,231,2.6,3,69,
3206379,Luxury apartment in Manhattan.,16245979,Karima,Manhattan,Upper East Side,40.76937,-73.94842,Entire home/apt,280,30,17,0.19,1,0,
3207986,"Modern loft in Cobble Hill, BK",1874429,Lisa,Brooklyn,Carroll Gardens,40.6847,-73.9911,Private room,125,2,120,3.91,1,159,
3208290,"Cozy 3BR/1BA, 7 min from JFK with free parking",731980,Staci,Queens,Springfield Gardens,40.66185,-73.76505,Entire home/apt,225,2,3,3,1,351,
3208609,"W'burg Brooklyn, Sunny, Spacious, Private",1465030,Gautam,Brooklyn,Williamsburg,40.71193,-73.94846,Private room,70,30,0,0.7487066474,1,0,
3208904,Chic Designerâ€™s Room & 2 Beds in Manhattan LES,16257970,Jackie,Manhattan,Lower East Side,40.71478,-73.98548,Private room,83,2,310,3.5,2,216,
3210405,BEAUTIFUL DESIGNER SOHO LOFT,16266298,Caroline,Manhattan,Little Italy,40.71909,-73.99896,Entire home/apt,220,30,119,1.34,1,0,
3213712,LUXURY 1 BR MIDTOWN w POOL & GYM,1014484,Petek,Manhattan,Murray Hill,40.74944,-73.97441,Entire home/apt,189,30,3,0.04,1,0,
3215486,Large sunny private room downtown,7691955,Ingrid,Manhattan,Lower East Side,40.72093,-73.98868,Private room,68,30,9,0.12,1,0,
3215722,Private room in a 2 Bedroom apartment,496465,Daniel,Brooklyn,Williamsburg,40.71411,-73.94263,Private room,30,30,0,0.7487066474,1,0,
3219654,2 Bedroom Garden Apt. Park Slope,16304160,Laurie,Brooklyn,South Slope,40.66503,-73.98707,Entire home/apt,145,30,12,0.15,1,0,
3219835,Beautiful Row House Steps From Park,16305093,Betsy,Brooklyn,Windsor Terrace,40.65782,-73.97523,Entire home/apt,250,30,0,0.7487066474,1,0,
3220115,Large 1-bedroom in Brooklyn,16306708,Melissa,Brooklyn,Fort Greene,40.68274,-73.96769,Entire home/apt,115,30,6,0.07,1,0,
3220725,Orchard St,15646137,Joe,Manhattan,Lower East Side,40.71813,-73.99063,Entire home/apt,200,30,0,0.7487066474,1,0,
3223080,Modern Renovated Luxury 1BR - Soho,16319729,Tim,Manhattan,Greenwich Village,40.72808,-74.00059,Entire home/apt,179,30,0,0.7487066474,1,0,
3224913,A Private Nook in Bushwick,16245414,Shae,Brooklyn,Bushwick,40.69415,-73.92415,Entire home/apt,55,1,162,1.82,3,61,
3227002,Sunny 2 bedroom in Fort Greene,2941712,Claudia,Brooklyn,Clinton Hill,40.68727,-73.96551,Entire home/apt,200,30,3,0.03,1,0,
3237160,Spacious East Village Gem -Union Sq,4928687,Yuval,Manhattan,East Village,40.7282,-73.9805,Entire home/apt,175,30,2,0.03,1,0,
3237602,STUNNING WILLIAMSBURG HOME W/GARDEN,16379550,Elizabeth,Brooklyn,Williamsburg,40.71996,-73.95704,Entire home/apt,270,30,0,0.7487066474,1,0,
3238355,Amazing & Bright Loft-style Room,2656209,Aurelie,Brooklyn,Williamsburg,40.70689,-73.93651,Private room,55,30,0,0.7487066474,1,0,
3238517,Brooklyn Cozy Garden Apt,16385595,Ava,Brooklyn,Bedford-Stuyvesant,40.68049,-73.94419,Private room,105,30,30,0.35,1,307,
3241287,Small Cozy Private Room in NYC,16399575,Kristiana,Manhattan,Washington Heights,40.83549,-73.94392,Private room,50,30,13,0.14,1,0,
3241858,Right in the center of Manhattan,1866033,Chen,Manhattan,Upper East Side,40.7663,-73.96551,Entire home/apt,250,30,112,1.28,1,88,
3245000,Spacious prewar apartment in heart of Greenpoint,13561307,Katy,Brooklyn,Greenpoint,40.72373,-73.9468,Entire home/apt,149,30,8,0.29,1,0,
3247291,Comfort and Charm in Harlem Brownstone near Subway,16425715,Soon,Manhattan,Harlem,40.81355,-73.94335,Private room,78,1,166,2.89,1,176,
3248526,Beautiful Comfortable Apt in North Manhattan,16430857,Aseel,Manhattan,Harlem,40.82599,-73.94224,Entire home/apt,62,30,13,0.32,1,0,
3249078,Brooklyn Heights 1.5BR and Cat Sit,1705205,Ebonie,Brooklyn,Brooklyn Heights,40.6906,-73.99339,Entire home/apt,115,30,0,0.7487066474,1,0,
3249726,"High Ceilings, Period Details",16437254,Benjamin,Brooklyn,Sunset Park,40.66485,-73.99304,Entire home/apt,197,30,4,0.19,19,157,
3250685,Great East Harlem spot for 1 or 2,16442583,Ali,Manhattan,East Harlem,40.80056,-73.93737,Private room,50,30,6,0.07,1,0,
3251014,Cozy but Cool:Huge 1bed in â¤ï¸of NY,8349905,Lorna,Manhattan,Midtown,40.75973,-73.96415,Entire home/apt,234,30,5,0.06,1,0,
3251638,"Subletting in CrownHeights,Brooklyn",8243983,Sara,Brooklyn,Crown Heights,40.66917,-73.94981,Private room,45,30,0,0.7487066474,1,0,
3258196,"Big sunny room, prime location!",169843,Goran,Brooklyn,Williamsburg,40.71813,-73.95871,Private room,90,3,86,1.07,1,338,
3262855,BEAUTIFUL ROOM NEAR PROSPECT PARK!!,16499705,John,Brooklyn,Flatbush,40.65343,-73.95851,Entire home/apt,70,30,5,0.06,1,0,
3262930,Cosy room with private bathroom-NYC,16500110,Irena,Manhattan,Upper East Side,40.76683,-73.95452,Private room,140,3,147,1.62,1,341,
3265275,"2BR, UWS, Doorman, Balcony, CntrlPK",16512899,Jeremy,Manhattan,Upper West Side,40.7898,-73.9708,Entire home/apt,200,30,0,0.7487066474,1,0,
3265407,Sunny Brooklyn room,9944244,Linnea,Brooklyn,Crown Heights,40.67456,-73.96305,Private room,57,30,12,0.13,1,0,
3265409,Charming Chelsea bedroom,5508109,Rivani,Manhattan,Chelsea,40.74993,-73.99633,Private room,90,3,13,13,1,70,
3265982,"Entire apt, sparkling clean, renovated cozy One BD",16516195,Tania,Brooklyn,Gowanus,40.67788,-73.98327,Entire home/apt,68,30,29,0.38,1,0,
3271052,Gorgeous Apt 1 block from Subway,2009585,Cecile,Brooklyn,Cobble Hill,40.68587,-73.99213,Entire home/apt,140,3,13,0.15,1,0,
3271893,Park Slope Town House,327673,Stefano,Brooklyn,Park Slope,40.6772,-73.98259,Entire home/apt,200,5,21,0.59,2,24,
3272201,Gorgeous Chic Apt on Prime West Village Street,16545323,Katie,Manhattan,West Village,40.73469,-74.0087,Entire home/apt,220,30,14,0.16,1,205,
3272721,Beautiful Penthouse Apt - Brooklyn,4080758,Arun,Brooklyn,Crown Heights,40.67907,-73.96367,Entire home/apt,125,30,5,0.07,1,0,
3272743,Bright one bedroom in Park Slope,3022852,Lynda,Brooklyn,Park Slope,40.67806,-73.97947,Entire home/apt,105,30,3,0.06,1,0,
3278530,Private room in Williamsburg apt,16572580,Travis,Brooklyn,Williamsburg,40.70893,-73.94886,Private room,60,30,6,0.09,1,0,
3278631,Private Bedroom Available June 1,16572957,Hope,Manhattan,East Harlem,40.80134,-73.94374,Private room,136,30,3,0.04,1,0,
3278691,The room is currently not available,16069319,Julie,Brooklyn,Gravesend,40.59583,-73.96887,Private room,45,30,4,0.05,1,0,
3279671,Quiet 1BR in Chelsea,109738,Michelle,Manhattan,Chelsea,40.75124,-73.99782,Entire home/apt,126,30,193,2.25,1,35,
3281660,Penthouse next to Central Park with a Terrace !,418289,Andrey,Manhattan,Upper East Side,40.77268,-73.96345,Entire home/apt,195,30,1,0.02,1,0,
3282550,Quintessential Brooklyn...!!,1174963,Aaron,Brooklyn,Boerum Hill,40.68637,-73.98602,Entire home/apt,167,30,12,0.13,1,0,
3283409,Beautiful Brooklyn Brownstone,16593547,Mary & Josh,Brooklyn,Bedford-Stuyvesant,40.68752,-73.92381,Entire home/apt,159,2,152,1.89,1,126,
3283626,"Park Slope family flat | bright, open oasis",2597895,Heather,Brooklyn,Park Slope,40.68005,-73.97527,Entire home/apt,183,30,6,0.07,1,155,
3283729,"Beautiful, Furnished Studio!",16596651,Gautam,Manhattan,Upper East Side,40.77787,-73.95104,Entire home/apt,125,30,7,0.09,1,0,
3288496,Entire Cozy One Bed #Manhattan #LES,3716641,Ofer,Manhattan,Lower East Side,40.71989,-73.98954,Entire home/apt,99,30,9,0.13,8,133,
3291286,Private Room in great neighborhood,16628226,Rachel,Queens,Long Island City,40.7593,-73.92884,Private room,100,30,0,0.7487066474,1,0,
3291524,Great Location,15740819,Heather,Brooklyn,Fort Greene,40.69282,-73.97064,Private room,100,30,5,0.06,2,0,
3297016,Super cute private room +amminities,2051075,Linda,Brooklyn,Crown Heights,40.67044,-73.95664,Entire home/apt,160,30,42,0.53,2,277,
3301484,"Great Apt,  Great Area",56920,Linda,Manhattan,Upper West Side,40.80207,-73.97048,Private room,135,30,0,0.7487066474,1,362,
3302932,Whole beautiful house with Backyard,2082345,Rabah,Queens,Woodhaven,40.6921,-73.84813,Entire home/apt,250,30,0,0.7487066474,1,0,
3303165,Ocean Hill Oasis,4279827,Louisa,Brooklyn,Cypress Hills,40.67622,-73.90657,Entire home/apt,95,2,197,2.27,1,277,
3303301,Superhost! Chic Private Entry APT/15min Manhattan,12385603,Anne,Brooklyn,Bedford-Stuyvesant,40.6825,-73.95038,Entire home/apt,250,30,135,1.51,1,52,
3309982,3 Bedroom Brownstone in Historic Crown Heights.,16713474,Simone,Brooklyn,Bedford-Stuyvesant,40.67926,-73.94807,Entire home/apt,220,30,70,0.9,1,188,
3311834,Apartment - private kitchen & bath,13611255,Lamee,Brooklyn,Bedford-Stuyvesant,40.688,-73.93568,Entire home/apt,81,30,81,0.91,3,307,
3312276,"Cozy studio/kitchen, bathroom",14214034,Desmar,Bronx,Mott Haven,40.81611,-73.92491,Entire home/apt,80,1,128,1.46,1,334,
3315933,Upper East Side 2 Bedroom Apartment,12774721,Morgan,Manhattan,Upper East Side,40.76884,-73.95828,Entire home/apt,250,30,4,0.06,1,0,
3316877,Giant Private Townhouse w/ Garden,175694,Mia,Brooklyn,Bushwick,40.69948,-73.93898,Entire home/apt,150,30,0,0.7487066474,1,0,
3317978,Spacious Queen Size Room,16751902,Asher,Manhattan,Upper West Side,40.80048,-73.96621,Private room,31,30,2,0.03,1,0,
3322922,"Cozy, Clean, Quiet, ENTIRE APT!!",18566028,Kitt,Brooklyn,Flatbush,40.65319,-73.96101,Entire home/apt,79,30,11,0.14,1,0,
3324203,Spacious Studio in my new smart house,16782573,Dorina,Queens,Middle Village,40.71558,-73.88233,Entire home/apt,99,4,225,2.6,2,331,
3325617,LEGAL studio in Queens,16790098,Shawn & Christine,Queens,Woodside,40.74515,-73.90865,Entire home/apt,94,2,258,2.93,1,68,
3328706,Central Park West. Queen Size Room,16805656,Fernando,Manhattan,Upper West Side,40.8002,-73.96033,Private room,90,5,191,2.27,3,337,
3332881,Apartment near Upper East Side,16826094,Jeremy,Manhattan,East Harlem,40.78836,-73.94762,Entire home/apt,100,30,1,0.01,1,0,
3339205,Updated 1 bedroom heart of Chelsea,15689833,Whitney,Manhattan,Chelsea,40.74397,-74.00173,Entire home/apt,160,30,11,0.15,1,365,
3339399,west village 1BR!best value!,2119276,Eran,Manhattan,West Village,40.73203,-74.00676,Entire home/apt,150,30,17,0.38,34,266,
3344237,Stay in the heart of the East side!,16879147,Alejandro,Manhattan,Upper East Side,40.76049,-73.96208,Private room,129,2,74,1.22,1,349,
3344509,Beautiful Chelsea Loft 700 Sq ft,1290508,Robert,Manhattan,Chelsea,40.74646,-73.99678,Entire home/apt,179,30,1,0.02,1,0,
3344815,Good Living in Brooklyn! Double Bed,16883036,Karen,Brooklyn,Bushwick,40.69886,-73.91507,Private room,45,2,58,0.85,1,322,
3350417,Affordable Room in Artsy Apartment,12556197,Rez,Brooklyn,Crown Heights,40.67172,-73.95703,Private room,52,30,37,0.47,2,0,
3351584,Amazing Oasis in NYC!,455017,Lauren,Manhattan,Washington Heights,40.83608,-73.93854,Private room,45,1,1,0.03,1,324,
3352030,Delightful & Modern 1 Bedroom,317692,Tara,Brooklyn,Boerum Hill,40.68859,-73.98682,Entire home/apt,120,30,4,0.05,1,0,
3352608,A Dream! Luxury 3 Bedroom Apt,16916853,Olga,Brooklyn,Sheepshead Bay,40.60883,-73.94803,Entire home/apt,250,30,10,0.11,3,363,
3354079,Bedroom w/ Private Bath in Manhattan (E. Village),16924424,Sarah,Manhattan,East Village,40.7286,-73.97808,Private room,135,1,5,0.99,1,0,
3354458,Private 1 bedroom suite with backyard access,16926880,Dan,Queens,Long Island City,40.74349,-73.94954,Private room,75,31,44,1.06,1,0,
3354484,Sunny 1 bed home close to Manhattan,4319841,Maria,Brooklyn,Windsor Terrace,40.65356,-73.97515,Entire home/apt,85,30,9,0.11,1,0,
3358937,ADORABLE 2BR in Chelsea!!,16947051,Cayla,Manhattan,Chelsea,40.74545,-74.00435,Entire home/apt,300,30,11,0.14,1,0,
3359510,Studio Deluxe: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.72623,-73.94128,Hotel room,139,30,18,0.21,45,249,
3360420,1BR in the Heart of the UWS,16953405,Greg,Manhattan,Upper West Side,40.79802,-73.97385,Entire home/apt,160,1,39,7.6,1,27,
3362302,TRENDY LOWER EAST SIDE STUDIO,16962600,Debris,Manhattan,Lower East Side,40.71841,-73.98596,Entire home/apt,125,30,4,0.05,1,0,
3363364,Cozy 1 bedroom in charming home.,16968100,Sandra,Brooklyn,East Flatbush,40.65449,-73.94244,Private room,150,30,0,0.7487066474,1,364,
3367150,"Sunny, spacious, 1BR in Willamsburg",16989237,Aleksandra,Brooklyn,Williamsburg,40.71673,-73.95612,Entire home/apt,158,30,17,0.23,1,0,
3368427,Happy big family,4044499,Alexander,Brooklyn,Flatbush,40.65243,-73.96356,Private room,30,30,0,0.7487066474,1,0,
3368441,Modern rowhouse in prime Ft Greene,5783747,Kathrine,Brooklyn,Fort Greene,40.68905,-73.97885,Entire home/apt,300,30,36,0.55,1,0,
3369100,Park Slope Studio Apartment,16106756,Michael,Brooklyn,Park Slope,40.67954,-73.97561,Entire home/apt,158,3,253,3.52,1,273,
3369623,Astoria: full apartment,17000648,Michael,Queens,Astoria,40.77501,-73.92541,Entire home/apt,90,30,33,0.41,1,0,
3372925,Beautiful Summer Sublet in Ditmas Park Brooklyn,17018997,Paul,Brooklyn,Flatbush,40.64502,-73.9647,Entire home/apt,85,30,1,0.02,1,0,
3378576,Private room in Williamsburg Apt,6273146,Jon,Brooklyn,Williamsburg,40.70935,-73.94614,Private room,250,30,0,0.7487066474,1,0,
3378585,Beautiful Studio Near Times Square,13535952,Nastassia,Manhattan,Hell's Kitchen,40.75946,-73.99623,Entire home/apt,300,30,0,0.7487066474,1,0,
3379914,Spacious & Cozy NYC Apartment in Brooklyn/Queens,9317567,Suzy,Queens,Ridgewood,40.69962,-73.90545,Entire home/apt,79,45,16,0.19,1,195,
3383382,Modern 1 BR + terrace in Gramercy,908514,David,Manhattan,Kips Bay,40.74072,-73.98312,Entire home/apt,165,2,34,0.51,1,0,
3383662,Affordable Room in Beautiful Apt !,6146050,Victoria,Manhattan,Financial District,40.7094,-74.00199,Private room,84,30,0,0.7487066474,2,0,
3386746,Extra Large 1BR,17087544,Hannah,Brooklyn,Windsor Terrace,40.6482,-73.97486,Entire home/apt,150,30,26,0.3,1,0,
3386829,Perfect Bowery Getaway w/Balcony,501456,Aaron,Manhattan,Lower East Side,40.72088,-73.99366,Entire home/apt,205,30,7,0.08,1,0,
3393999,Spacious 1 bd in Crown Heights,2443535,Avraham,Brooklyn,Crown Heights,40.67309,-73.93048,Entire home/apt,90,30,0,0.7487066474,1,0,
3394044,Panoramic view of Upper Manhattan!,10657357,Ivan,Manhattan,Washington Heights,40.83315,-73.94489,Private room,59,30,23,0.27,4,244,
3394517,A cozy room in a 3 bedroom apt,17125263,Mario,Manhattan,East Harlem,40.80303,-73.93888,Private room,49,30,87,1.09,2,337,
3394768,Your NYC haven at Upper Manhattan!,10657357,Ivan,Manhattan,Harlem,40.83095,-73.94716,Private room,49,30,26,0.58,4,170,
3394964,Your Manhattan haven: dressed in red,10657357,Ivan,Manhattan,Washington Heights,40.83274,-73.9407,Private room,39,30,26,0.3,4,146,
3395099,An Upper-Manhattan room of your own!,10657357,Ivan,Manhattan,Washington Heights,40.83309,-73.94551,Private room,50,30,26,0.33,4,222,
3395238,3 Bedroom House with Garden,465059,Janet & Mark,Brooklyn,Sunset Park,40.64989,-74.00766,Entire home/apt,150,30,1,0.01,1,163,
3395697,Two-Floor Apartment on Upper West,17132728,Nick,Manhattan,Upper West Side,40.79348,-73.97534,Entire home/apt,290,30,1,0.02,1,0,
3400645,Charming 1BR Private GARDEN Apt!,178784,Michael,Brooklyn,Boerum Hill,40.68526,-73.98513,Entire home/apt,115,30,6,0.07,1,0,
3401271,Suite Lounge,5851210,Amy,Manhattan,East Harlem,40.79252,-73.94566,Entire home/apt,85,30,252,2.83,2,2,
3401911,Battery Park City Sunny Bedroom,17156530,Lily,Manhattan,Battery Park City,40.71111,-74.01538,Private room,109,30,0,0.7487066474,1,0,
3403034,Modern Manhattan Living Suite 2A,17161465,Judette,Manhattan,Harlem,40.82964,-73.94446,Entire home/apt,80,30,45,0.51,1,119,
3411912,"Charming Apt, Perfect for Couples!",2574806,Liz,Brooklyn,Bushwick,40.69345,-73.92179,Entire home/apt,170,30,1,0.01,1,0,
3414885,Artsy + Stylish Hideout | 2 bedrooms w/ backyard,5722995,Blake,Brooklyn,Williamsburg,40.71266,-73.95059,Entire home/apt,254,9,144,3.21,1,123,
3415455,Bright & Spacious 15 mins to Midtown Manhattan,4345336,Steve,Queens,Sunnyside,40.74608,-73.92337,Private room,49,5,73,1.14,1,134,
3420223,Sunny Bushwick Apartment / Morgan L,17241205,Abigail,Brooklyn,Williamsburg,40.70608,-73.93257,Entire home/apt,129,30,21,0.26,1,0,
3421020,Grand Brownstone Owner's Duplex,17244404,Tim,Brooklyn,Clinton Hill,40.68974,-73.96717,Entire home/apt,175,30,27,0.35,1,0,
3423516,Independence in NYC,17256091,Timothy,Manhattan,Upper East Side,40.77547,-73.95127,Entire home/apt,161,30,1,0.02,1,0,
3424458,Sun-soaked 1BR in Park Slope with amazing NYC view,17247205,Laura,Brooklyn,Park Slope,40.66884,-73.98013,Entire home/apt,100,30,1,0.02,1,0,
3425054,Gorgeous 1BR Park Slope Apt/Garden,7398990,Laura,Brooklyn,Park Slope,40.67526,-73.97803,Entire home/apt,88,30,10,0.11,1,0,
3426233,2 Bd/1 Bath Apartment Upper East Side NYC,17272284,Geoffrey,Manhattan,Upper East Side,40.76521,-73.95913,Entire home/apt,274,30,13,0.24,2,0,
3430612,Beautiful Brooklyn 3 bdrm in Prospect Heights,17289499,Laura,Brooklyn,Prospect Heights,40.67768,-73.96605,Entire home/apt,170,30,13,0.17,1,0,
3438336,Warm Apt 1 stop away from Manhattan,17302590,J,Brooklyn,Williamsburg,40.72079,-73.96215,Private room,157,30,65,0.9,1,77,
3440741,Charming Tudor 1BD Uptown,17339848,Elizabeth,Manhattan,Washington Heights,40.85465,-73.93982,Entire home/apt,175,30,5,0.08,1,0,
3441130,New Building in Williamsburg,6045456,Daniel,Brooklyn,Williamsburg,40.71354,-73.94071,Private room,55,14,19,0.24,1,235,
3442140,Large room in renovated apartment in Williamsburg,8697041,Gaspard,Brooklyn,Williamsburg,40.71207,-73.9468,Private room,75,30,4,0.05,2,0,
3442152,Stunning Park Slope 2BR,17347275,Jean-Cosme,Brooklyn,Gowanus,40.68166,-73.9816,Entire home/apt,190,30,2,0.03,1,0,
3447238,"Spacious, Sunny 1 Bedroom Apartment",13637847,Sasha,Brooklyn,Crown Heights,40.67366,-73.95895,Entire home/apt,98,20,11,0.12,1,338,
3448037,Modern Pad in Prime Williamsburg!,634096,Naomi,Brooklyn,Williamsburg,40.71662,-73.95736,Entire home/apt,250,30,0,0.7487066474,1,0,
3450210,Spacious Apt in Townhouse near Columbia University,17389236,Emilie,Manhattan,Harlem,40.80504,-73.95732,Entire home/apt,275,3,180,2.41,1,4,
3452835,"Artsy, Garden Getaway in Central Brooklyn",666862,Amy,Brooklyn,Clinton Hill,40.68469,-73.9654,Entire home/apt,100,30,45,0.6,1,0,
3453488,Huge Loft in prime Williamsburg - monthly rental,2533026,Omar,Brooklyn,Williamsburg,40.71291,-73.95557,Entire home/apt,200,30,0,0.7487066474,1,0,
