id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,NA
2595,Skylit Midtown Castle,2845,Jennifer,Manhattan,Midtown,40.75356,-73.98559,Entire home/apt,150,30,48,0.33,3,338,
3831,"Whole flr w/private bdrm, bath & kitchen(pls read)",4869,LisaRoxanne,Brooklyn,Bedford-Stuyvesant,40.68494,-73.95765,Entire home/apt,75,1,409,4.86,1,194,
5121,BlissArtsSpace!,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512,Private room,60,30,50,0.52,2,365,
5136,"Spacious Brooklyn Duplex, Patio + Garden",7378,Rebecca,Brooklyn,Sunset Park,40.66265,-73.99454,Entire home/apt,275,5,2,0.02,1,123,
5178,Large Furnished Room Near B'wayã€€,8967,Shunichi,Manhattan,Midtown,40.76457,-73.98317,Private room,68,2,507,3.68,1,192,
5203,Cozy Clean Guest Room - Family Apt,7490,MaryEllen,Manhattan,Upper West Side,40.8038,-73.96751,Private room,75,2,118,0.87,1,0,
5803,"Lovely Room 1, Garden, Best Area, Legal rental",9744,Laurie,Brooklyn,South Slope,40.66801,-73.98784,Private room,98,4,204,1.48,3,322,
6848,Only 2 stops to Manhattan studio,15991,Allen & Irina,Brooklyn,Williamsburg,40.70935,-73.95342,Entire home/apt,89,30,181,1.24,1,179,
6872,Uptown Sanctuary w/ Private Bath (Month to Month),16104,Kae,Manhattan,East Harlem,40.80107,-73.94255,Private room,65,30,0,0.7487066474,2,365,
6990,UES Beautiful Blue Room,16800,Cyn,Manhattan,East Harlem,40.78778,-73.94759,Private room,62,30,234,1.82,1,309,
7064,"Amazing location! Wburg. Large, bright & tranquil",17297,Joelle,Brooklyn,Williamsburg,40.71248,-73.95881,Private room,90,27,9,0.07,2,271,
7097,Perfect for Your Parents:  Privacy + Garden,17571,Jane,Brooklyn,Fort Greene,40.69121,-73.97277,Entire home/apt,199,2,280,3.05,2,334,
7750,2 Furnished bedrooms next to Central Park,17985,Sing,Manhattan,East Harlem,40.79607,-73.94949,Private room,96,30,0,0.7487066474,2,178,
7801,Sweet and Spacious Brooklyn Loft,21207,Chaya,Brooklyn,Williamsburg,40.71778,-73.9568,Entire home/apt,299,30,9,0.06,1,365,
8490,"Maison des Sirenes1,bohemian, luminous apartment",25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93839,Entire home/apt,140,2,139,1.17,2,332,
9357,Midtown Pied-a-terre,30193,Tommi,Manhattan,Hell's Kitchen,40.76724,-73.98664,Entire home/apt,175,30,58,0.55,1,0,
9657,Modern 1 BR / NYC / East Village,21904,Dana,Manhattan,East Village,40.72712,-73.98598,Entire home/apt,175,10,43,0.75,1,65,
9704,Spacious 1 bedroom in luxe building,32045,Teri,Manhattan,Harlem,40.81317,-73.95465,Private room,55,30,98,1.36,1,338,
10452,Large B&B Style rooms,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682,Private room,82,30,77,0.66,4,316,
10962,"Lovely Room 2; Garden; Best area, Legal",9744,Laurie,Brooklyn,South Slope,40.66692,-73.98981,Private room,108,4,195,2.12,3,325,
11943,Country space in the city,45445,Harriet,Brooklyn,Flatbush,40.63702,-73.96327,Private room,150,30,0,0.7487066474,1,0,
12192,ENJOY Downtown NYC!,46978,Edward,Manhattan,East Village,40.72296,-73.98383,Private room,40,2,267,1.99,2,0,
12343,BEST BET IN HARLEM,47727,Earl,Manhattan,Harlem,40.8114,-73.94296,Entire home/apt,250,30,107,0.79,1,364,
12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Orestes,Queens,Long Island City,40.74757,-73.94571,Private room,145,3,310,3.15,1,208,
12940,Charming Brownstone 3 - Near PRATT,50148,Adreinne,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417,Entire home/apt,99,30,72,0.97,1,168,
13121,(E) RIGHT ON BUDGET,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,75,2,70,0.8,4,365,
13808,Blue Room for 2 in Brownstone for $1350 monthly,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039,Private room,80,2,155,1.26,4,280,
14290,* ORIGINAL BROOKLYN LOFT *,56104,James,Brooklyn,Williamsburg,40.70348,-73.93621,Entire home/apt,240,3,121,2.16,1,149,
14314,Greenpoint Place...Has It All!,56246,Jeanne,Brooklyn,Greenpoint,40.73535,-73.95584,Entire home/apt,99,30,179,2.02,1,95,
14434,Private Bliss Art Space 2,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94976,Private room,70,30,59,0.56,2,342,
15220,Best Location in NYC! TIMES SQUARE!,59734,Luiz,Manhattan,Hell's Kitchen,40.75611,-73.99523,Private room,84,2,346,2.75,2,288,
15341,"Bright 1bd Nolita Apt, Doorman, Elevator, Security",60049,Ted,Manhattan,Nolita,40.72297,-73.99684,Entire home/apt,171,30,27,0.67,1,177,
15385,"Very, very cozy place",60252,Cristina,Brooklyn,Williamsburg,40.71211,-73.96397,Private room,80,7,49,0.39,1,0,
15711,2 bedroom Upper East Side,61491,D,Manhattan,Upper East Side,40.77119,-73.95241,Entire home/apt,206,30,84,0.62,3,247,
16326,Comfortable 4-bedroom apt in family house.,63588,Dimitri,Brooklyn,Prospect Heights,40.67839,-73.96642,Entire home/apt,140,30,154,1.25,1,157,
16338,Double Room w Private Deck Clinton Hill Best Area,63613,Patricia,Brooklyn,Clinton Hill,40.69121,-73.96804,Private room,55,14,29,0.35,2,204,
16580,"Sunny, Modern room in East Village!",64442,Reka,Manhattan,East Village,40.72489,-73.9781,Private room,95,1,429,4.94,1,46,
16821,Large WFH Room in Amazing E. Village Apt (Room A),4396,Casey,Manhattan,East Village,40.72281,-73.98501,Private room,144,1,137,1.75,3,66,
16974,SpaHa Loft: Enormous and Bright,65837,Robin,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,250,5,233,1.85,1,64,
17037,Lovely EV Artist's Home,66035,Anna,Manhattan,East Village,40.72289,-73.98028,Entire home/apt,220,30,53,0.46,1,177,
17693,"HARLEM, NYC,STILL WELCOMES YOU!! xx",68428,Tye And Etienne,Manhattan,Washington Heights,40.83253,-73.94108,Private room,65,2,60,1.06,2,331,
18127,Charming East Village One Bedroom Flat,69829,Josh,Manhattan,East Village,40.72862,-73.98748,Entire home/apt,190,30,21,0.15,1,249,
18152,Manhattan Room,69942,Victoria,Manhattan,Upper East Side,40.76967,-73.94831,Private room,60,30,148,1.34,1,357,
18728,Beautiful Meatpacking District Loft,71876,DAVID And RICK,Manhattan,Chelsea,40.74261,-74.00353,Private room,175,4,200,1.93,1,335,
18961,Cozy Studio in Great Location!,70857,Fabian,Manhattan,Kips Bay,40.73808,-73.98001,Private room,95,30,1,0.01,1,0,
19159,Spacious luminous apt Upper West NYC,73051,Sybilla,Manhattan,Harlem,40.82817,-73.95133,Entire home/apt,110,31,58,0.47,1,173,
19282,"Sunny, Spacious Top Floor Haven",73469,Gaia,Brooklyn,Flatbush,40.65437,-73.96278,Private room,110,30,17,0.15,1,54,
19812,2 bedroom Williamsburg Apt - Bedford L stop,74857,Starlee,Brooklyn,Williamsburg,40.71802,-73.95724,Entire home/apt,105,30,61,0.61,1,340,
20717,Room in Brownstone B/Q feet away,78353,Guillaume,Brooklyn,Prospect Heights,40.6771,-73.97231,Private room,85,30,47,0.63,4,335,
20724,Sunny room+Pvte office in huge loft,961342,Augustin,Brooklyn,Bushwick,40.69891,-73.93809,Private room,50,5,31,0.61,1,327,
20913,Charming 1 bed GR8 WBurg LOCATION!,79402,Christiana,Brooklyn,Williamsburg,40.70967,-73.95922,Entire home/apt,80,30,168,1.6,1,0,
21456,Light-filled classic Central Park,42032,Dana,Manhattan,Upper West Side,40.79936,-73.96155,Private room,88,30,85,1.3,1,324,
21644,"Upper Manhattan, New York",82685,Elliott,Manhattan,Harlem,40.82782,-73.9473,Private room,99,30,3,0.08,1,365,
21794,COZY QUIET monthly room 4 DOOGLERS!,83257,Olan,Manhattan,Chelsea,40.74187,-74.00223,Private room,85,30,36,0.5,2,364,
23135,House On Henry (3rd FLR Suite),11481,Annette,Brooklyn,Carroll Gardens,40.67747,-74.00146,Entire home/apt,182,3,274,2.79,3,349,
24285,Beautiful Duplex Apartment,97797,Brandon,Brooklyn,Park Slope,40.67115,-73.98026,Entire home/apt,220,30,91,0.74,1,320,
25406,"Modern Brooklyn Apt., August sublet",105538,Erik,Brooklyn,Williamsburg,40.71649,-73.94865,Entire home/apt,83,30,29,0.36,1,0,
25696,"1,800 sq foot in luxury building",107628,Dena,Manhattan,Harlem,40.8104,-73.94309,Private room,100,1,190,2.15,1,307,
26362,"Times Square, Safe, Clean and Cozy!",59734,Luiz,Manhattan,Hell's Kitchen,40.75603,-73.99294,Private room,89,2,415,3.63,2,254,
26785,Park Slope Green Guest House,42273,Dani,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,90,30,476,4.06,2,175,
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,115560,Stacy,Manhattan,Upper West Side,40.77839,-73.97778,Entire home/apt,225,30,28,0.37,1,254,
27644,Sugar Hill Rest Stop,119510,Emma,Manhattan,Harlem,40.82682,-73.94948,Entire home/apt,170,2,217,1.76,1,342,
27883,East Village Sanctuary,120223,Jen,Manhattan,East Village,40.72421,-73.98509,Entire home/apt,100,30,25,0.2,1,0,
28321,2BR in a 3BR Bklyn apt. nxt  2 Q Trn. Mth-Mth only,65091,Kay,Brooklyn,Prospect-Lefferts Gardens,40.6545,-73.96071,Private room,75,2,9,0.06,1,331,
28907,Garden studio in the Upper East Sid,124352,Lisa,Manhattan,Upper East Side,40.77827,-73.94669,Entire home/apt,150,30,21,0.21,1,338,
29013,B & B Room 1,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,80,30,68,0.59,4,250,
29628,"Comfortable, Sunny Room",127608,Chris,Brooklyn,Clinton Hill,40.68292,-73.96381,Private room,89,3,293,2.52,1,298,
29683,Stylish Apartment with office space Near SoHo!,125857,Uli,Manhattan,Lower East Side,40.72314,-73.99108,Entire home/apt,175,30,117,1.14,2,306,
31130,Most Central Location!,117287,Lara Nicole,Manhattan,Hell's Kitchen,40.7672,-73.98464,Private room,100,28,68,1.88,4,323,
31555,Luminous Beautiful West Village Studio,135619,Tom,Manhattan,West Village,40.73405,-74.00281,Entire home/apt,135,30,32,0.25,1,0,
31902,Sanctuary in East Flatbush,137292,Sunder,Brooklyn,East Flatbush,40.6327,-73.93184,Private room,80,30,4,0.03,1,178,
31994,Room with En Suite Bathroom & Deck,137814,Waldemar,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,90,2,497,5.05,2,222,
32037,Huge Private  Floor at The Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,139,30,92,1.06,1,364,
32329,Fully Furnished Beautiful 1 Bedroom,139853,Victor,Manhattan,East Village,40.72741,-73.98405,Entire home/apt,160,14,3,0.03,1,338,
33009,Retreat in Williamsburg,143027,Ming,Brooklyn,Williamsburg,40.71512,-73.95899,Entire home/apt,206,4,274,2.82,1,315,
33014,NYC Zen,143048,Paula,Manhattan,East Village,40.72367,-73.98139,Entire home/apt,125,1,34,0.32,1,170,
36442,Great location. Spacious 2BR near PROSPECT PARK,137432,Paz,Brooklyn,Prospect Heights,40.67447,-73.96619,Entire home/apt,121,30,4,0.05,1,363,
36647,Private Bdrm/Bathrm. New! Elevator!,157798,Irene,Manhattan,East Harlem,40.79128,-73.94125,Private room,72,4,35,0.49,1,341,
36703,"Sunny, clean 1 bdrm in W. Village",158284,Karene,Manhattan,West Village,40.73271,-74.00367,Entire home/apt,200,30,136,1.28,1,339,
39282,â€œWork-from-homeâ€ from OUR home.,168525,Gus,Brooklyn,Williamsburg,40.70978,-73.95165,Private room,75,7,234,2.34,1,39,
39572,1 br in a 2 br apt (Midtown West),169927,Hubert,Manhattan,Hell's Kitchen,40.76203,-73.98869,Private room,139,30,44,0.35,2,365,
39704,"Private, Large & Sunny 1BR w/W&D",170510,RenÃ©e,Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594,Entire home/apt,135,30,337,2.61,2,0,
42729,House On Henry (2nd FLR Suite),11481,Annette,Brooklyn,Carroll Gardens,40.67813,-74.00062,Entire home/apt,190,4,173,1.64,3,341,
42882,New York room with a view,185978,Newyorkroomwithaview,Staten Island,St. George,40.64633,-74.08156,Private room,70,2,176,1.7,1,237,
43726,"Apartment in Tribeca, NYC Panoramic VIEWS~",191091,Ev,Manhattan,Tribeca,40.721,-74.00971,Entire home/apt,250,30,13,0.56,1,298,
44096,Room with a View,190409,Waundell,Bronx,Highbridge,40.83225,-73.93092,Private room,50,1,293,2.3,3,160,
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,Brooklyn,Fort Greene,40.69287,-73.97108,Private room,110,30,231,2.63,2,365,
44288,Private studio in West Village on quite street,193637,Sara,Manhattan,West Village,40.73737,-74.00437,Entire home/apt,194,30,88,0.86,1,18,
44461,Private  Bedroom,195137,James,Manhattan,Harlem,40.8227,-73.95111,Private room,116,5,49,0.36,6,32,
44973,Creative South Williamsburg Studio,198411,Anastasia,Brooklyn,Williamsburg,40.70894,-73.95234,Entire home/apt,98,30,123,1.06,1,122,
45542,Clean and Cozy Harlem Apartment,202249,Campbell,Manhattan,Harlem,40.82569,-73.93842,Entire home/apt,100,30,18,0.47,1,0,
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68834,-73.97578,Private room,65,2,293,3.38,2,149,
45737,Amazing West Village Apt,203444,Dana,Manhattan,West Village,40.73948,-74.00504,Private room,60,30,24,0.18,1,361,
45935,Room in Beautiful Townhouse.,204586,L,Bronx,Mott Haven,40.80635,-73.92201,Private room,60,30,0,0.7487066474,1,83,
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,75,31,131,1.07,1,365,
46544,Park Slope haven 15 mins from Soho,8198,Monica,Brooklyn,Park Slope,40.67979,-73.97978,Entire home/apt,150,30,58,0.55,1,162,
46911,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.68022,-73.97457,Private room,150,3,58,0.53,3,289,
47613,"BIG, COMFY ROOM W/YARD IN WILL-B",216191,M,Brooklyn,Williamsburg,40.7124,-73.94764,Private room,81,30,28,0.21,2,321,
49048,B and B Style Rooms for Rent w bath,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,90,30,21,0.24,4,212,
50447,"Lovely Apt & Garden;  Legal; Amenities, Spotless",9744,Laurie,Brooklyn,Gowanus,40.66913,-73.99041,Entire home/apt,158,4,202,1.86,3,313,
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,Jessica,Manhattan,Upper East Side,40.77449,-73.95308,Private room,130,14,0,0.7487066474,2,0,
51850,( F) Excellent/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,65,30,53,0.39,4,365,
52689,Sunny Astoria 2BR near subway & restaurants,244071,Litza,Queens,Ditmars Steinway,40.77868,-73.90652,Entire home/apt,140,4,14,6.77,1,137,
53469,cozy studio with parking spot,204539,Mark,Queens,Middle Village,40.71567,-73.87842,Entire home/apt,107,30,33,0.28,6,355,
53470,Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40.70422,-73.89778,Private room,186,30,6,0.05,6,365,
54466,Beautiful Uptown Manhattan apartmnt,253385,Douglas,Manhattan,Harlem,40.80255,-73.95803,Private room,200,30,0,0.7487066474,1,365,
54508,Sml Rm  Brst  PSl great for longer stays Med/Stu,210746,Kathleen R.,Brooklyn,Park Slope,40.67908,-73.97405,Private room,74,2,117,0.94,3,318,
54626,Cozy bedroom by Yankee Stadium,190409,Waundell,Bronx,Highbridge,40.83231,-73.9305,Private room,55,1,196,1.95,3,352,
54694,(H) Great Deal/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,65,30,62,0.46,4,0,
54860,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40.79934,-73.94236,Private room,100,5,246,2.27,1,248,
55982,Cozy 2 br in sunny Fort Greene apt,264928,Sally,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,85,3,38,0.87,1,0,
56859,City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,40.81201,-73.94452,Private room,76,3,218,1.77,2,68,
57166,Elegant NYC Pad,272006,Vasili,Queens,Ditmars Steinway,40.77155,-73.90564,Entire home/apt,149,3,74,1.09,1,341,
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,S.M.,Brooklyn,Brooklyn Heights,40.69003,-73.99338,Entire home/apt,168,3,248,2.86,1,5,
57618,"Great new apt, close to everything",274557,Ana,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,250,3,116,1.3,1,0,
57754,Stylish Large SPARKLING Gramercy Loft!,275578,R,Manhattan,Flatiron District,40.74166,-73.9866,Entire home/apt,294,2,147,1.7,1,191,
57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,160,3,296,2.56,2,237,
58059,Private Room on Historic Sugar Hill,277379,Agnes,Manhattan,Harlem,40.8238,-73.94444,Private room,58,2,578,4.76,2,174,
58062,South Slope Green,277394,Linda,Brooklyn,Windsor Terrace,40.65912,-73.9842,Private room,139,2,25,0.8,1,65,
59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,150,30,57,0.51,1,365,
59121,"Nice, clean, safe, convenient 3BR",204539,Mark,Queens,Ridgewood,40.70271,-73.8993,Entire home/apt,188,30,2,0.02,6,365,
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084,Ricardo & Ashlie,Manhattan,Chinatown,40.7178,-73.9932,Entire home/apt,250,7,34,0.42,2,48,
60181,Sunny East Village Apartment with rooftop,128806,Sue,Manhattan,East Village,40.7253,-73.98028,Entire home/apt,195,45,37,0.56,1,279,
60457,Spacious Greenwich Village Apt,99212,Jessica,Manhattan,Greenwich Village,40.73072,-73.99275,Entire home/apt,250,30,10,0.08,1,0,
60666,City Room - Private Luxury Suite,256161,Wayne,Manhattan,Harlem,40.81006,-73.94559,Private room,111,3,219,1.77,2,57,
60673,Private Room/bath Luxurious Harlem,249372,Cynthia,Manhattan,Harlem,40.81562,-73.94674,Private room,125,30,3,0.12,1,365,
60680,"Bright, High Ceiling, Spacious & Cozy 1BR - Enjoy!",292630,Mich,Manhattan,East Village,40.72598,-73.97978,Entire home/apt,135,30,163,1.39,2,339,
60794,"Bright and spacious, garden below!",293394,Rachel,Manhattan,Upper West Side,40.79918,-73.96248,Entire home/apt,211,30,4,0.03,1,0,
62427,Great East Village Apartment Rental,303882,Brie,Manhattan,East Village,40.72825,-73.98959,Entire home/apt,130,30,61,0.52,1,169,
62468,"Great Apt, Great Location",304081,Rodrigo,Manhattan,Upper West Side,40.79523,-73.9728,Entire home/apt,170,30,30,0.24,1,331,
62891,Smallest House In The Village,306545,Olivia,Manhattan,East Village,40.72297,-73.98265,Entire home/apt,175,4,206,1.59,2,187,
62903,Beautiful modern studio apartment in heart of NYC,306605,Daniel,Manhattan,Chelsea,40.741,-73.99562,Entire home/apt,205,30,68,0.77,1,49,
62925,Beautiful Landmarked Duplex,306739,Maya,Brooklyn,Greenpoint,40.72967,-73.95352,Entire home/apt,285,3,145,1.7,3,318,
63588,LL3,295128,Carol Gloria,Bronx,Clason Point,40.81161,-73.85499,Private room,89,30,0,0.7487066474,6,315,
63657,"Private, Large & Sunny Top Floor Apt  w/W&D",170510,RenÃ©e,Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295,Entire home/apt,135,30,268,2.16,2,0,
64000,Williamsburg loft bunk bed   l,312722,Kris & Di,Brooklyn,Williamsburg,40.70705,-73.95489,Private room,50,31,14,0.19,4,279,
64015,Prime East Village 1 Bedroom,146944,David,Manhattan,East Village,40.72863,-73.9842,Entire home/apt,200,30,0,0.7487066474,1,0,
64107,BROOKLYN  STUDIO APARTMENT,313317,Niya,Brooklyn,Crown Heights,40.67582,-73.94316,Private room,100,3,308,2.46,1,255,
64314,cozy bedroom in lovely garden apt,314256,Debbie,Brooklyn,Crown Heights,40.67634,-73.95143,Private room,75,30,45,0.36,1,338,
64361,East village one bedroom apartment,314562,Eleonore,Manhattan,East Village,40.72356,-73.97808,Entire home/apt,105,30,69,0.75,1,73,
64365,Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67579,-73.95072,Private room,60,30,244,5.62,2,307,
64837,ENJOY Downtown NYC!!,46978,Edward,Manhattan,East Village,40.72497,-73.98356,Private room,40,7,224,2.21,2,59,
65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,319092,Juhli,Brooklyn,Bedford-Stuyvesant,40.68305,-73.95195,Private room,75,5,63,0.82,1,323,
65615,Farmhouse Apartment in Williamsburg,320761,Valerie,Brooklyn,Williamsburg,40.7106,-73.95178,Entire home/apt,85,10,56,0.9,1,0,
65660,Bright+Spacious Williamsburg Abode!,320538,Larissa,Brooklyn,Williamsburg,40.70797,-73.94792,Entire home/apt,106,30,159,2.2,1,91,
65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",321756,Eric,Manhattan,Harlem,40.82899,-73.94345,Private room,75,3,20,0.4,1,338,
66008,CHARMING CARROLL GARDENS APT.,322884,Melissa,Brooklyn,Carroll Gardens,40.68028,-73.99328,Entire home/apt,190,30,68,0.58,1,52,
66251,East Village Loft with Piano & Patio,324460,Samir,Manhattan,East Village,40.72547,-73.98619,Entire home/apt,278,3,122,1.85,1,72,
66718,West Harlem Home Base - Eco-Apt.,136227,Henning,Manhattan,Harlem,40.81263,-73.95214,Entire home/apt,76,30,216,1.92,1,282,
66741,Charming Garden Apt in Park Slope,327673,Stefano,Brooklyn,Park Slope,40.67548,-73.98315,Entire home/apt,130,2,259,2.44,2,168,
66974,"Lovely, Modern, Garden Apartment",329436,Jana,Brooklyn,Gowanus,40.68088,-73.99102,Entire home/apt,190,2,152,1.75,2,291,
67288,Central Park 1BR sunny condo,101597,Per,Manhattan,East Harlem,40.79544,-73.94836,Entire home/apt,115,28,38,0.5,1,269,
67299,Cozy Garden Apartment  in Williamsburg,330347,Adrienne,Brooklyn,Williamsburg,40.71516,-73.96448,Entire home/apt,86,30,71,1.04,1,26,
67397,SoHa comfort-by NW Central Park!,332189,Elise,Manhattan,Harlem,40.80332,-73.95741,Private room,122,30,105,0.85,1,4,
68253,Room in the heart of Astoria,67730,Boris,Queens,Astoria,40.76336,-73.92099,Private room,55,30,0,0.7487066474,1,0,
68735,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,40.78846,-73.97459,Entire home/apt,199,15,33,0.28,1,337,
68900,Bright Beautiful Brooklyn,343250,Jason,Brooklyn,Greenpoint,40.73094,-73.95484,Private room,100,30,7,0.08,1,338,
69894,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40.77845,-73.98295,Entire home/apt,150,30,56,0.63,1,27,
71248,Bright and lovely 1-bdrm LES apt w/ balcony,363834,Jennifer,Manhattan,Chinatown,40.7159,-73.99156,Entire home/apt,142,28,55,1.36,2,69,
71366,Beautiful One Bed West Village - 4 Month Special,364955,Ruperto,Manhattan,Greenwich Village,40.72997,-74.00196,Entire home/apt,200,30,43,0.8,1,65,
71384,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,40.72919,-73.95588,Entire home/apt,229,1,50,0.38,1,0,
71812,Condo Apartment with Laundry and Assigned Parking,369015,Thai,Bronx,Kingsbridge,40.87069,-73.90113,Entire home/apt,90,30,11,0.47,2,216,
72190,1BR: See Central Park from Terrace!,373085,Hudson,Manhattan,Upper West Side,40.77743,-73.97691,Entire home/apt,110,30,37,0.47,1,0,
72265,Private railroad apartment in cozy Greenpoint,340692,Vanessa,Brooklyn,Greenpoint,40.72744,-73.953,Private room,85,7,35,1.16,1,0,
74240,French Garden cottage off Bedford,389924,Patty,Brooklyn,Williamsburg,40.71976,-73.96012,Entire home/apt,129,15,80,1.18,1,126,
74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,40.80834,-73.94075,Entire home/apt,80,30,36,0.44,2,315,
74438,Luxury HiRise XL 1BR Skyline views,391553,James,Manhattan,Hell's Kitchen,40.75523,-73.99792,Entire home/apt,299,30,52,0.41,1,0,
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,40.77507,-73.93367,Entire home/apt,119,7,230,2.53,1,338,
74821,Deluxe Harlem 2 Bedroom,394640,Keith,Manhattan,Harlem,40.80874,-73.94926,Entire home/apt,149,30,47,0.47,1,77,
74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Allison,Brooklyn,Greenpoint,40.72364,-73.95013,Entire home/apt,75,30,3,0.02,1,0,
75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,40.71911,-73.98588,Entire home/apt,150,30,322,2.53,1,338,
77517,Room in Willyburg Loft (Only Long Stays),415660,Carmen,Brooklyn,Williamsburg,40.71407,-73.96657,Private room,100,28,3,0.02,3,365,
77765,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,199,3,38,0.88,30,357,
80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,40.72322,-73.98615,Private room,55,2,198,1.72,1,93,
80924,Spacious 3 Bedroom Duplex in Park Slope,438133,Ellis,Brooklyn,Park Slope,40.67407,-73.98105,Entire home/apt,69,30,37,0.57,2,0,
82549,Columbia Castle in Brooklyn Heights,448312,Christopher,Brooklyn,Brooklyn Heights,40.69418,-73.99775,Private room,100,1,67,0.64,2,0,
82550,Columbia Castle 2 BR,448312,Christopher,Brooklyn,Brooklyn Heights,40.69246,-73.99828,Entire home/apt,200,30,99,1.57,2,85,
82638,"Charming Artist's Flat, East Village",449787,Sarah,Manhattan,East Village,40.72408,-73.98154,Entire home/apt,135,30,275,2.28,1,348,
82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,150,30,73,1.08,1,318,
83243,Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,453519,Julian,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,75,30,250,2.2,1,339,
83446,Ft. Greene gem with back yard & private entrance,454756,Leslie,Brooklyn,Fort Greene,40.68871,-73.97322,Entire home/apt,150,30,6,0.05,1,150,
83847,East Village Designer's 1-BR APT,410094,Yvette,Manhattan,East Village,40.7245,-73.97946,Entire home/apt,229,30,44,0.34,1,0,
84010,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,199,3,17,0.14,30,356,
87566,1 BR apt near Midtown Manhattan,479521,Mark,Queens,Long Island City,40.74575,-73.94686,Entire home/apt,75,30,12,0.11,1,8,
89621,wonderful sleep 4,209460,Marylyn Palmer,Brooklyn,Crown Heights,40.67823,-73.94719,Entire home/apt,80,30,238,1.95,2,334,
93313,MAISON DES SIRENES 2,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93817,Entire home/apt,140,2,114,1.25,2,285,
94209,Large Sunny 1BR (Conv 2BR) Apt in Crown Heights Bk,503800,Peace,Brooklyn,Crown Heights,40.67654,-73.94629,Entire home/apt,101,1,16,2.4,1,128,
